,brand,categories,currency,dateSeen,gender,id,name,price,sizes
235095,nike,[shoes],USD,2015-04-20T18:57:29.584Z,IDK,AVpif9Z1LJeJML43mRAs,"Nike Zoom Kobe Vii System ""predator Pack-poison Dart Frog/easter"" Size 13",245,
93871,nike,[shoes],USD,2015-04-18T20:39:23.592Z,M,AVpi4KV21cnluZ0-Rb3I,Nike Men's Flyknit Max,244.66,
125270,nike,[shoes],USD,2015-04-18T19:47:08.136Z,M,AVpgsvY_1cnluZ0-5MqP,Jordan Mens Retro 7 30th Black/blue Graphite/retro/infrared 705350-007,243.54,
90000,nike,[shoes],USD,2015-04-18T18:16:15.625Z,IDK,AVpfvl7pLJeJML43C7s7,Nike Air Jordan 10 Retro 'lady Liberty' - 705178-045,243.45,
171301,nike,[shoes],USD,2015-04-18T14:27:07.420Z,W,AVpgTjzMLJeJML43MEPz,Nike Women's Wmns Air Max 90 Prm Qs,242,
189201,nike,[shoes],USD,2015-04-18T18:28:34.395Z,M,AVpg4jTeLJeJML43T8Wj,Nike Men's Benassi Solarsoft Slide Sp,242,
212931,nike,[shoes],USD,2015-04-19T00:27:23.294Z,M,AVpf1JNBilAPnD_xjDsv,Nike Lebron Xii Mens Lebron James Basketball Shoes 707781-410,240.99,
196384,nike,[shoes],USD,2015-10-12T00:00:00Z,M,AVpgusxbLJeJML43SD-T,"Nike Air Foamposite One ""concord"" Men's Shoes Black/white-game Royal 314996-005",240,
185027,nike,"[Shoes, Boys, Sneakers]",USD,2015-10-12T00:00:00Z,M,AVpf8eRJLJeJML43GX6-,Nike Little Posite Pro Grade School (gs) Sneakers Vivid Blue/lightt Crimson/black 400,239.99,"[6Y, 7, 5Y]"
196314,nike,[shoes],USD,2015-04-21T07:17:50.162Z,IDK,AVpguKjeLJeJML43R8p_,Nike Air Max 95 No-sew Style: 511306-051,239.05,
110846,nike,"[Athletic, Men, Running, Shoes]",USD,2015-10-12T00:00:00Z,M,AVpfahUo1cnluZ0-kWb-,Nike Men's Air Max 2015 Premium Nylon Running Shoes,239,
68164,nike,"[Boots, Men's Shoes, Shoes]",USD,2017-02-12T13:17:50.109Z,M,AVqP5PzeU2_QcyX9OzJ5,Nike Men's 'Lupinek Flyknit' Black Leather Boots by Nike,238.99,
148618,nike,[shoes],USD,2015-04-21T07:34:20.256Z,IDK,AVpgbmwh1cnluZ0-1XbL,Jwongboutique 2011 Nike Dunk High Premium Sb Plum 313171 500 Sz 10.5,236,
25661,nike,[shoes],USD,2015-04-21T09:27:24.089Z,IDK,AVpjHKNJilAPnD_xKiXf,Jwongboutique 2011 Nike Dunk High Premium Sb Plum 313171 500 Sz 13,236,
151823,nike,[shoes],USD,2015-04-21T09:00:44.544Z,IDK,AVphX9dSilAPnD_x4plK,Nike - Air Jordan 10 Retro 30th,232.99,
187401,nike,"[shoes, Athletic, Team Sports, Men, Basketball]",USD,2015-10-12T00:00:00Z,M,AVpfvO0wilAPnD_xhX19,Nike Men's Air Foamposite One Basketball Shoe,229.99,
219475,nike,"[Academy, Men's Shoes, Men's Cleats, Men's Soccer Cleats]",USD,2016-07-14T00:00:00Z,M,AVpgkw4_LJeJML43P1WD,Nike Men's Mercurial Vapor Xi Fg Soccer Shoes,229.99,
73939,nike,[shoes],USD,2015-10-12T00:00:00Z,IDK,AVpe7wK5LJeJML43yoqh,Little Posite One (gs) Goldposite 644791 700 Size 4y,229.99,
80183,nike,[shoes],USD,2015-10-12T00:00:00Z,W,AVpfNmkTilAPnD_xXUxl,Women's Nike Air Max 2015 Premium Running Shoes - Reflect Silver,229.95,
67839,nike,"[Men's Shoes, Shoes, Sneakers]",USD,2017-02-12T13:00:57.331Z,M,AVqP5Lglnnc1JgDc3iq5,Nike Men's Lupinek Flyknit Black Low Casual Shoe by Nike,229.9,
232968,nike,[shoes],USD,2015-04-19T19:31:02.019Z,M,AVpiCizMilAPnD_xAD0k,Men's Nike Jordan Melo M10 Yoth (year of The Horse) Shoes. Size 12.5. Black/black-deep Royal Blue-red Volt,229,
159153,nike,[shoes],USD,2015-04-20T20:28:34.486Z,M,AVpfekfu1cnluZ0-lbW0,Nike Mens Air Max+ Running Shoes,228.88,
214837,nike,[shoes],USD,2015-04-18T16:04:11.245Z,IDK,AVpg73jLLJeJML43UmiM,Nike - Zoom Hyperrev 2015 Paul George,228.35,
208997,nike,[shoes],USD,2015-04-19T01:18:25.851Z,M,AVpiEu4H1cnluZ0-JisJ,"Nike Kobe Ix High Ext Qs ""snake Skin"" Men's Shoes Black/black 716616-001",228,
125107,nike,[shoes],USD,2015-04-20T17:18:12.955Z,M,AVpgrKMEilAPnD_xvy9M,Nike Mens Free 3.0 Flyknit Running Shoes,227.95,
161860,nike,[shoes],USD,2015-04-21T10:36:43.779Z,M,AVpg200ALJeJML43Tmod,Nike Dunk Low Pro Sb Mens,227.93,
215517,nike,[Shoes],USD,2015-10-12T00:00:00Z,M,AVpgFDMjilAPnD_xnHfW,"Nike Lebron Xii Ext ""finish Your Breakfast"" Mens' Shoes Multi-color/university Red-white 748861-900",226.95,
192297,nike,"[Shoes, Men, Athletic, Running]",USD,2015-10-12T00:00:00Z,M,AVpgSaex1cnluZ0-zWNv,"Nike Mens Zoom Kobe 8 Ext ""year of The Snake"" Synthetic Basketball Shoes",225.05,
151355,nike,[shoes],USD,2015-04-19T09:41:26.848Z,M,AVphM3CwilAPnD_x2isg,Nike Air Jordan Xx3 Mens Basketball Shoes,225,
3544,nike,"[Outlet, Shoes Outlet, Men's Shoes]",USD,2016-01-26T00:00:00Z,M,AVpe_kpuilAPnD_xSkjH,Nike Men's Hypervenom Phantom Fg Low Soccer Cleats,225,
35578,nike,[shoes],USD,2015-10-12T00:00:00Z,M,AVpgpqiQLJeJML43Q8um,"Nike Lebron Xii ""heart of A Lion"" Men's Shoes University Red/black-white-hyper Crimson 684593-601",225,
92190,nike,"[SLP, Finish Line Athletic Shoes, Men, Nike Sneakers, Shoes]",USD,2016-06-29T00:00:00Z,M,AVpgm5fgilAPnD_xu1gi,Nike Men's Flyknit Air Max Running Sneakers From Finish Line,225,
286192,nike,[shoes],USD,2015-04-20T22:12:05.821Z,IDK,AVpiYsp8ilAPnD_xDrGv,Nike Little Posite One (gs) Silver Camo (mttlc Silver/volt-blk-mttlc Cl Gry) Size 7y,224.99,
277753,nike,[shoes],USD,2015-04-21T03:35:38.549Z,IDK,AVphI2ZmLJeJML43XP_2,Nike Flyknit Max Wolf Grey/blk-crt Prpl-vvd Bl 620469 005 Size 12.5,224.97,
63140,nike,"[Men's Shoes, Shoes, Sneakers]",USD,2017-03-25T00:03:08.721Z,M,AVqCGIKqQMlgsOJE6Neq,Nike Men's Air Zoom Talaria Mid FK Premium Casual Shoe,224.9,
63464,nike,"[Athletic, Men's Shoes, Shoes]",USD,2017-02-15T14:12:27.905Z,M,AVqCGNmOQMlgsOJE6Np8,Nike Men's Flyknit Air Max Red Mesh Running Shoes by Nike,224.9,
67594,nike,"[Men's Shoes, Shoes, Sneakers]",USD,2017-02-12T12:51:40.070Z,M,AVqP5JViU2_QcyX9OzCu,Nike Men's Air Zoom Talaria Mid FK Premium Casual Shoe by Nike,224.9,
195326,nike,[shoes],USD,2015-04-19T19:11:31.196Z,IDK,AVpgqqpdLJeJML43RKob,Air Jordan 12 Retro (obsidian/university Bl-wht-frnch Bl),220,
20808,nike,[shoes],USD,2015-04-20T00:54:21.756Z,IDK,AVphWUn41cnluZ0-BZU0,Air Jordan 3 Retro Silver/ Black/ White 136064 004 Size 12.5,220,
291862,nike,[shoes],USD,2015-04-20T22:08:48.223Z,M,AVpizbubLJeJML43pOFA,Nike Mens Air Force 1 Sp/tisci Leather Athletic Sneakers,220,
198929,nike,[shoes],USD,2015-04-20T22:31:32.196Z,IDK,AVphDtmnLJeJML43WNEF,Nike Air Speed Turf Big Kids Sneakers Sports Shoes White Silver 535735 104 Size 7y,219.99,
229366,nike,[shoes],USD,2015-04-20T17:23:02.329Z,IDK,AVphiTJFilAPnD_x6j2u,Nike Kid's Hyperdunk 2014 Gs,219.99,
291620,nike,[shoes],USD,2015-04-20T19:33:39.496Z,M,AVpiyMsPLJeJML43pDMH,Nike Men's Air Max 2014 Running Shoes (uk 9 - Us 10),219.99,
32032,nike,[shoes],USD,2015-10-12T00:00:00Z,M,AVpgFoLcilAPnD_xnQon,"Nike ""black Mamba"" Kobe Ix High Krm Ext Qs Men's Shoes Black/black 716993-001",219.99,
268800,nike,"[Men's Shoes, Shoes, Sneakers]",USD,2017-02-12T12:49:53.713Z,M,AVqP5Ir1nnc1JgDc3inx,Nike Men's Air Max 90 Black Woven Casual Shoes by Nike,219.9,
241526,nike,[shoes],USD,2015-10-12T00:00:00Z,M,AVpfNI7dLJeJML434nYj,"Nike Mens Air Tech Challenge Ii Sp ""us Open"" Leather Running",219,
159456,nike,[shoes],USD,2015-04-21T00:14:44.688Z,M,AVpfkBciLJeJML43_fZl,"Nike Mens Air Jordan 4 Retro 30th ""teal"" Teal/white-black Leather Basketball Shoes",215,
191894,nike,[shoes],USD,2015-10-12T00:00:00Z,M,AVpgP0wULJeJML43LJko,Nike Air Max 2011 Mens,215,
198660,nike,"[Athletic, Team Sports, Men, Basketball, Shoes]",USD,2015-12-13T00:00:00Z,M,AVphD3n3ilAPnD_x0wLK,Nike Air Max 2 Cb '94 Men's Shoes Obsidian/gym Red-white 305440-400,215,
276077,nike,[shoes],USD,2015-04-20T16:23:27.963Z,M,AVpgl4KL1cnluZ0-3pFy,Nike Air Max 2014 Men's Shoes Wolf Grey/reflect Silver-black 621077-010,214.95,
291671,nike,[shoes],USD,2015-04-19T18:01:22.832Z,M,AVpiyZqS1cnluZ0-Qqe2,"Nike Boys Air Jordan 13 Retro Prm Bg ""reflective Silver"" Reflect Silver/infrared 23-black Leather",214.02,"[6Y, 7Y, 5Y]"
185574,nike,[shoes],USD,2015-10-12T00:00:00Z,W,AVpfYK8RLJeJML438Jw-,Nike Womens Lunartiempo Sky Hi Premium Womens Style: 667615-001 Size: 5,210,
216376,nike,[shoes],USD,2015-10-12T00:00:00Z,M,AVpgSHNyilAPnD_xqP7K,Nike Mens Lebron 12 Black Bright Crimson Basketball Shoes (707781-016),210,
216685,nike,[shoes],USD,2015-04-18T04:39:28.225Z,IDK,AVpgUxihilAPnD_xq4Lt,Nike Air Jordan 10 Retro Txt Grade School Size 3.5 (white / Game Royal) 487215-107,210,
219283,nike,[shoes],USD,2015-04-17T21:38:53.175Z,IDK,AVpgi-DvLJeJML43PbLZ,Nike Air Jordan 3 Retro Grade School Size (night Stadium / Total Orange / Black / Natural Grey) 626968-040 (7),210,
241535,nike,[shoes],USD,2015-10-12T00:00:00Z,M,AVpfNl2p1cnluZ0-gSwu,Nike Air Command Force Men's Shoes Black/wolf Grey-hyper Jade-hyper Pink 684715-001,210,
242092,nike,"[Shoes, Athletic, Team Sports, Men, Basketball]",USD,2015-10-12T00:00:00Z,M,AVpfpGmqLJeJML43BBbU,Nike Men's Air Foamposite Pro Basketball Shoe,210,[98.5]
136388,nike,"[Toss Games, Horseshoes]",USD,2015-04-20T19:40:08.414Z,M,AVpfeBtailAPnD_xcSSP,"Nike Men's Air Max 2015 Running Shoes,athletic Shoes (usa 10) (uk 9) (eu 44)",209.99,
223424,nike,[shoes],USD,2015-04-20T17:07:44.829Z,M,AVphEMGoilAPnD_x00MB,Men's Nike Air Max 2015 - White/black/bright Crimson - 106,209.99,
63389,nike,"[Athletic, Men's Shoes, Shoes]",USD,2017-02-15T14:10:42.608Z,M,AVqCGME3v8e3D1O-lMWL,Nike Men's Hypervenom Phinish Lthr Fg Light Bone/Light Bone/Black/Black Soccer Cleat by Nike,209.99,
192145,nike,[shoes],USD,2015-10-12T00:00:00Z,M,AVpgQsIyilAPnD_xp5Vt,Nike Men's Barkley Posite Max Prm Qs Basketball Shoe,209.95,
68252,nike,"[Athletic, Men's Shoes, Shoes]",USD,2017-03-25T05:25:05.116Z,M,AVqP5Siennc1JgDc3iyR,Nike Men's Air Max 2016 Cool Grey/Black/Wolf Grey Running Shoe (Size 7.5),208.99,
189292,nike,"[Athletic, Team Sports, Men, Basketball, Shoes]",USD,2016-05-11T00:00:00Z,M,AVpg4vxz1cnluZ0-7jLB,Men's Lebron Xii Se Basketball Shoe,207.47,
124723,nike,[shoes],USD,2015-04-18T19:34:39.561Z,M,AVpgocZJ1cnluZ0-4OTK,Nike Men's Flyknit Max Running Shoe,206.71,
201035,nike,[shoes],USD,2015-04-21T09:29:13.963Z,M,AVphMYQRilAPnD_x2clt,Nike Air Force 1 Premium Qs Mens,205.41,
102707,nike,"[Athletic, Running, Women, Shoes]",USD,2015-10-12T00:00:00Z,W,AVpf013IilAPnD_xi-Nj,Nike Lunarglide 7 Womens Running Shoes Purple New In Box,205,
183907,nike,[shoes],USD,2015-04-19T02:16:47.170Z,M,AVpiwYjJ1cnluZ0-QXpq,Mens Nike Kyrie 1 Brotherhood Lyon Blue Metallic Silver Black Anthracite Us 9.5,205,
215391,nike,[shoes],USD,2015-10-12T00:00:00Z,M,AVpgDdL7ilAPnD_xms7Z,Nike Men's Kd Vi Nsw Lifestyle Qs,205,
290618,nike,[shoes],USD,2015-04-18T21:40:34.070Z,M,AVpirXTiLJeJML43oB2y,Mens Nike Kyrie 1 Brotherhood Lyon Blue Metallic Silver Black Anthracite Us 8.5,205,
267686,nike,"[Athletic, Men's Shoes, Shoes]",USD,2017-02-15T14:09:52.607Z,M,AVqCGLP9v8e3D1O-lMT_,Nike Men's Zoom All Out Flyknit Running Shoes by Nike,204.9,
63443,nike,"[Athletic, Men's Shoes, Shoes]",USD,2017-02-15T14:12:07.056Z,M,AVqCGNXoQMlgsOJE6Npj,Nike Men's Lunar Magista II FK FC Black Textile Training Shoes by Nike,204.9,
63504,nike,"[Athletic, Men's Shoes, Shoes]",USD,2017-02-15T14:13:22.552Z,M,AVqCGOVSnnc1JgDc3SSM,Nike Men's Zoom All Out Black Flyknit Running Shoes by Nike,204.9,
68787,nike,"[Athletic, Men's Shoes, Shoes]",USD,2017-03-24T23:50:07.498Z,M,AVsRt4zgU2_QcyX9PLDp,Nike Men's Mercurial Vapor X Fg Pink 9.5 Men US Soccer Cleats,204.9,
223143,nike,[shoes],USD,2015-04-21T02:29:53.067Z,IDK,AVphBd0oilAPnD_x0RF9,Nike Air Max+ 2013 Neo Turquoise (554886-410),204,
229913,nike,[shoes],USD,2015-04-18T21:37:40.064Z,M,AVphliyxilAPnD_x7Gkt,Nike Men's Kobe Ix Xdr,204,
185100,nike,[shoes],USD,2015-10-12T00:00:00Z,W,AVpfA0gALJeJML430cp3,Nike Air Revolution Sky Hi Fqs Womens Sneakers 633525-200,202,
