,index,brand,categories,id,name,price,currency,dateSeen,sizes,gender
262,100465,dr. martens work,"[Shoes, Men's Shoes, Men's Boots, Men's Casual Shoes]",AVpe59NELJeJML43x-hI,Dr. Martens Work Dr. Martens 939 8 Eye Lace Up Casual Boot Shoe - Mens,125.0,USD,2016-03-15T00:00:00Z,,M
263,100466,dockers,"[Sandals, Shoes]",AVpe59RsilAPnD_xQi-V,Covena,39.99,USD,2016-06-19T00:00:00Z,"[10, 7, 9, 8, 13, 11, 12]",IDK
264,100467,gabriela hearst,"[Collections, Women, The White Steps, Shoes, Platforms]",AVpe59T2ilAPnD_xQi_O,Holloway Mule Booties,795.0,USD,2016-07-09T00:00:00Z,"[7, 6, 6.5, 7.5, 9, 8]",W
265,100469,calvin klein,"[Loafers, Shoes]",AVpe59euLJeJML43x-nh,Michael,49.99,USD,2016-02-05T00:00:00Z,"[10.5, 10, 8.5, 7, 9.5, 7.5, 11.5, 9, 8, 13, 11, 12]",IDK
266,100470,keen kids,"[Sandals, Drama, Short, Shoes]",AVpe59fk1cnluZ0-ZgCN,Newport H2 (toddler),32.99,USD,2015-10-20T00:00:00Z,,IDK
267,100472,geox kids,[Shoes],AVpe59pBLJeJML43x-q3,Jr Android Boy 1 (little Kid/big Kid),39.99,USD,2015-08-25T00:00:00Z,,IDK
268,100473,ugg,"[Shoes, Boots]",AVpe59pQLJeJML43x-q-,Myrna,112.99,USD,2016-05-05T00:00:00Z,"[10, 8.5, 5.5, 7, 6, 9.5, 5, 6.5, 7.5, 9, 8, 11, 12]",IDK
269,100476,naturino,"[Shoes, Flats]",AVpe5ABVLJeJML43xnhA,Nat. 8083 (toddler/little Kid),30.99,USD,2016-04-29T00:00:00Z,,IDK
270,100479,onitsuka tiger by asics,[Shoes],AVpe5APD1cnluZ0-ZJCQ,Ultimate 81��,40.99,USD,2015-08-24T00:00:00Z,,IDK
271,100480,keen kids,"[Sandals, Shoes]",AVpe5AUnLJeJML43xnoB,Riley (toddler),22.99,USD,2016-03-22T00:00:00Z,,IDK
272,100483,j. shoes,"[Shoes, Boots]",AVpe5AmWLJeJML43xnvW,Barbican,92.99,USD,2016-05-05T00:00:00Z,"[10.5, 8.5, 9.5, 11.5, 9, 11]",IDK
273,100484,kenneth cole reaction kids,"[Sandals, Shoes]",AVpe5ArcLJeJML43xnw0,Always Loud (little Kid/big Kid),30.44,USD,2016-02-05T00:00:00Z,,IDK
274,100485,cole haan,"[Shoes, Heels]",AVpe5AreilAPnD_xQMQg,Cole Haan Bethany Pump 85,200.99,USD,2016-06-27T00:00:00Z,,IDK
275,100487,lauren by ralph lauren,"[Sandals, Shoes]",AVpe5Az81cnluZ0-ZJQe,Cheryl,40.99,USD,2016-01-11T00:00:00Z,"[10, 5.5, 8.5, 7, 6, 5, 9.5, 7.5, 9, 8, 11]",IDK
276,100488,bongo,"[Women's Dress Shoes, Shoes, Women's Shoes]",AVpe5AzXilAPnD_xQMTc,Bongo Women's Tiffani Blue Mary Jane Pump,24.99,USD,2016-03-17T00:00:00Z,"[10, 8.5, 5.5, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",W
277,100489,u.s. polo assn.,[Shoes],AVpe5B0y1cnluZ0-ZJoS,U.s. Polo Assn. Women's Heather,29.24,USD,2015-09-15T00:00:00Z,,IDK
278,10049,cole haan,"[Heels, Shoes]",AVpfHh4z1cnluZ0-eR_u,Amavia High Sandal,91.2,USD,2016-05-05T00:00:00Z,"[10.5, 10, 8.5, 5.5, 7, 6, 9.5, 5, 6.5, 7.5, 9, 8, 11]",IDK
279,100491,nike,[Shoes],AVpe5BQwLJeJML43xn_x,Air Mavin Low Nbk,60.0,USD,2016-03-18T00:00:00Z,"[10.5, 8.5, 9.5, 15, 13, 14, 11, 12, 10, 7, 6, 6.5, 7.5, 12.5, 11.5, 9, 8]",IDK
280,100492,ralph lauren,"[Little Kid 10.5 - 3, Shoes, Children]",AVpe5BdE1cnluZ0-ZJgX,Scholar Sneaker,40.0,USD,2016-02-21T00:00:00Z,"[10.5, 2.5, 3, 2, 1, 1.5, 12.5, 11.5, 13, 13.5, 11, 12]",IDK
281,100493,nike,"[Athletic, Skateboarding, Men, Shoes]",AVpe5BpY1cnluZ0-ZJkr,Nike Mens Zoom Stefan Janoski L Sneakers,75.0,USD,2015-04-21T09:16:09.207Z,,M
282,100497,josef seibel,[Shoes],AVpe5CISLJeJML43xoSB,Emma 09,40.5,USD,2016-04-01T00:00:00Z,,IDK
283,100499,new balance,[Shoes],AVpe5Cw3ilAPnD_xQM_M,W850v1,44.99,USD,2015-10-28T00:00:00Z,"[10.5, 5.5, 8.5, 9.5, 11, 12, 10, 7, 6, 5, 6.5, 7.5, 9, 8]",IDK
284,100501,sam edelman,"[Shoes, Flats]",AVpe5D3_LJeJML43xo8O,Rae,110.0,USD,2016-06-19T00:00:00Z,"[10.5, 8.5, 5.5, 9.5, 4.5, 11, 12, 10, 7, 6, 5, 6.5, 4, 7.5, 9, 8]",IDK
285,100502,new balance,[Shoes],AVpe5D55ilAPnD_xQNba,Nb501,44.99,USD,2016-05-22T00:00:00Z,"[10.5, 8.5, 9.5, 15, 13, 14, 11, 12, 10, 7, 7.5, 11.5, 9, 8]",IDK
286,100506,sebago,"[Oxfords, Shoes]",AVpe5Dsl1cnluZ0-ZKS9,Norwich Oxford,49.99,USD,2016-04-05T00:00:00Z,"[10.5, 8.5, 9.5, M, 13, 14, 11, 12, W, 10, 7, 7.5, 11.5, 9, 8]",IDK
287,100511,rieker,"[Shoes, Boots]",AVpe5ETpilAPnD_xQNlc,Z9531 Faith 31,84.99,USD,2016-05-21T00:00:00Z,,IDK
288,100512,le chameau,"[Shoes, Boots]",AVpe5EY9ilAPnD_xQNnu,Paris Ld,107.99,USD,2016-05-05T00:00:00Z,,IDK
289,100515,wolverine,"[Shoes, Boots]",AVpe5F0_ilAPnD_xQOMG,Mansard Comp Toe Mid-cut Hiker,101.01,USD,2016-04-05T00:00:00Z,"[7, 9.5, 7.5, 11.5, 9, 8, 13]",IDK
290,100516,bcbgeneration,"[Heels, Shoes]",AVpe5F2F1cnluZ0-ZLKg,Sochi,54.99,USD,2016-01-11T00:00:00Z,"[5.5, 8.5, 10, 7, 9.5, 7.5, 9, 8]",IDK
291,100519,johnston & murphy,"[Sandals, Shoes]",AVpe5FNZLJeJML43xpc8,Tricia Double Strap Slide,59.99,USD,2016-03-30T00:00:00Z,"[10, 8.5, 7, 6, 9.5, 6.5, 7.5, 9, 8]",IDK
292,100523,lacoste,"[Men, Shoes, Sneakers Athletic, Sneakers]",AVpe5FyQ1cnluZ0-ZLI_,'bayliss' Sneaker (men),89.95,USD,2015-11-08T00:00:00Z,"[7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11.5, 12, 13]",M
293,100525,matisse,"[Booties, Women, Ankle, Shoes]",AVpe5G_qLJeJML43xqJd,'galveston' Western Bootie (women),101.96,USD,2015-11-08T00:00:00Z,"[7.5, 8]",W
294,100529,romika,"[Sandals, Shoes]",AVpe5HGJ1cnluZ0-ZLnV,Mokassetta 244,52.99,USD,2016-04-09T00:00:00Z,,IDK
295,100530,aerosoles,"[Shoes, Boots]",AVpe5HLlLJeJML43xqOV,Entorage,58.09,USD,2015-10-14T00:00:00Z,"[7, 9.5, 5, 9, 8, 11]",IDK
296,100533,crocs kids,"[Shoes, Flats]",AVpe5HdNilAPnD_xQO0N,Keeley Flat Bow Charm Hi Glitter (toddler/little Kid),24.81,USD,2016-05-05T00:00:00Z,,IDK
297,100534,rieker,"[Sandals, Shoes]",AVpe5HfVLJeJML43xqVz,D1625 Doris 25,56.99,USD,2016-04-09T00:00:00Z,,IDK
298,100535,dr. martens kid\'s collection,"[Shoes, Boots]",AVpe5HkxLJeJML43xqX3,Bunny B (toddler),39.99,USD,2016-05-06T00:00:00Z,,IDK
299,100537,magid glove safety,"[Men's Boots, Shoes, Men's Shoes]",AVpe5ICEilAPnD_xQPCi,Magid Glove Safety Magid Sc11s Econowear Disposable Tyvek Elastic Shoe Cover Small White (bag of 25 Pairs),79.37,USD,2016-03-30T00:00:00Z,,M
300,10054,cole haan,[shoes],AVpfHhmzLJeJML432wQC,Cole Haan Air Bria Flat Sandals,49.99,USD,2015-05-31T18:05:50.705Z,,IDK
301,100540,frye,"[Loafers, Shoes]",AVpe5IpYilAPnD_xQPRo,Janet Tie,74.99,USD,2016-05-22T00:00:00Z,"[10, 8.5, 5.5, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",IDK
302,100542,bc footwear,"[Boots Under 100, New Arrivals, Shoes, Boots]",AVpe5Ir-LJeJML43xqy-,'cousin' Tall Boot (women),83.96,USD,2015-11-08T00:00:00Z,"[8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8]",IDK
303,100543,frye,[Shoes],AVpe5ItnilAPnD_xQPTN,Gavin Slip-on,69.99,USD,2016-05-22T00:00:00Z,"[10, 8.5, 5.5, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",IDK
304,100545,sperry kids,"[kids, Boys' Shoes, Dress, Shoes]",AVpe5Iu_LJeJML43xq0f,"'bluefish' Boat Shoe (toddler, Little Kid Big Kid)",59.95,USD,2015-11-08T00:00:00Z,"[5 M, 1.5 M, 2.5 M, 13 M, 7 M, 12 M, 13.5 M, 11.5 M, 1 M, 5.5 M, 12.5 M, 3 M, 4 M, 2 M, 6 M, 4.5 M, 3.5 M]",M
305,100548,frye,"[Shoes, Boots]",AVpe5JOlilAPnD_xQPfK,Felicity Lace Up,187.0,USD,2016-05-22T00:00:00Z,"[10, 8.5, 5.5, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",IDK
306,10055,new balance,[Shoes],AVpfHhpxilAPnD_xVUIy,Wc1005,62.99,USD,2016-05-22T00:00:00Z,"[10.5, 5.5, 8.5, 9.5, 11, 12, 10, 7, 6, 5, 6.5, 7.5, 9, 8]",IDK
307,100551,skechers,"[Loafers, Shoes]",AVpe5J_5LJeJML43xrPg,Expected - Robino,49.99,USD,2016-05-07T00:00:00Z,"[10.5, 10, 11]",IDK
308,100552,puma,[Shoes],AVpe5J_kilAPnD_xQPuu,Basket Matte & Shine,49.99,USD,2016-05-22T00:00:00Z,"[10.5, 10, 8.5, 7, 9.5, 7.5, 9, 8, 11]",IDK
309,100553,walking cradles,"[Loafers, Shoes]",AVpe5Jg-ilAPnD_xQPlq,Marble,44.99,USD,2016-05-22T00:00:00Z,"[5.5, 8.5, 9.5, 13, 11, 12, 10, 7, 6, 6.5, 7.5, 9, 8]",IDK
310,100554,fidji,"[Shoes, Women, Boots]",AVpe5Ji5LJeJML43xrGk,Fidji Women's L863 Boot,66.01,USD,2015-09-19T00:00:00Z,,W
311,100555,stride rite,"[Shoes, Flats]",AVpe5JmVilAPnD_xQPnN,Esme (toddler/little Kid),21.99,USD,2016-01-11T00:00:00Z,,IDK
312,100556,brooks,"[Women, Fashion Sneakers, Shoes]",AVpe5Jmt1cnluZ0-ZMh-,Brooks Women's Adrenaline Gts 15 Shoes White/dazzling Blue/sharp Green,84.99,USD,2016-01-03T00:00:00Z,,W
313,100557,starbay,"[Shoes, Girls, Athletic, Water Shoes]",AVpe5Jo91cnluZ0-ZMi5,Starbay Children's Slip-on Athletic Water Shoes / Aqua Socks,9.95,USD,2016-05-14T00:00:00Z,,W
314,100558,asics,"[shoes women extended sizes, shoes]",AVpe5JtLilAPnD_xQPow,Asics Women's Gel-fit Nova Training Shoes,90.0,USD,2015-06-01T07:17:34.209Z,,W
315,100559,dan post kids,"[Shoes, Boots]",AVpe5JtWilAPnD_xQPo3,Lil\' Blue (big Kid),55.99,USD,2016-05-05T00:00:00Z,,IDK
316,10056,versace,[shoes],AVpfHhrFLJeJML432wRW,Versace Ve 3105 Eyeglasses,142.99,USD,2015-02-24T21:24:53.805Z,,IDK
317,100568,lacoste,[Girls' Shoes],AVpe5KY61cnluZ0-ZMzQ,Kids' Marice Stripe Slip-on Sneaker Toddler,37.99,USD,2015-08-13T00:00:00Z,"[7.5M, 8.5M, 9M, 10M, 8M, 9.5M, 10.5M]",W
318,100569,converse,[Shoes],AVpe5KYjLJeJML43xrY4,Converse Chuck Taylor All Star Toe Cap Ox,34.99,USD,2016-06-26T00:00:00Z,,IDK
319,10057,lifestride,"[Shoes, Boots]",AVpfHhrxilAPnD_xVUJw,Maximize,40.0,USD,2016-05-20T00:00:00Z,"[5.5, 8.5, 10, 7, 6, 9.5, 5, 6.5, 7.5, 9, 8, 11]",IDK
320,100571,reebok,"[Footwear, Men's Footwear, Men's Athletic Shoes, Road Running]",AVpe5KigilAPnD_xQP7q,Reebok Men's Zprint Running Shoe,79.99,USD,2016-03-15T00:00:00Z,,M
321,100572,simpson racing equipment,[Driving Shoes],AVpe5Ksm1cnluZ0-ZM7H,Simpson Racing Equipment 28100bk High Top Shoe Size 10 Black,98.95,USD,2016-12-04T19:14:47Z,,IDK
322,100577,new balance,"[Academy, Men's Training Shoes, Footwear, Men's Shoes]",AVpe5LR7LJeJML43xrvJ,New Balance Men's 630 Training Shoes,44.98,USD,2015-11-07T00:00:00Z,,M
323,100580,rsvp,"[Sandals, Shoes]",AVpe5M351cnluZ0-ZNxt,Bryn,21.39,USD,2016-05-05T00:00:00Z,"[10, 9]",IDK
324,100583,guess,"[Heels, Shoes]",AVpe5MYKilAPnD_xQQol,Adalie,38.99,USD,2015-10-28T00:00:00Z,"[5.5, 8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8]",IDK
325,100585,john varvatos,"[Shoes, Boots]",AVpe5MlYLJeJML43xsPg,Strummer Twisted Lace Boot,234.99,USD,2016-04-02T00:00:00Z,"[10.5, 7, 9.5, 7.5, 11.5, 13, 12]",IDK
326,100586,converse,[shoes],AVpe5MsDilAPnD_xQQxZ,Converse Infants/toddlers Chuck Taylor Ox,39.95,USD,2015-04-19T08:25:33.822Z,,IDK
327,10059,vaneli,"[Heels, Sci-Fi, Shoes, Drama]",AVpfHiUI1cnluZ0-eSHz,Marilyn,50.99,USD,2015-10-21T00:00:00Z,"[5.5, 8.5, 9.5, 10, 7, 6, 5, 6.5, 7.5, 9, 8]",IDK
328,100590,jack wolfskin,[Shoes],AVpe5NJwLJeJML43xsdv,Laconia Low,31.98,USD,2016-04-02T00:00:00Z,"[8.5, 9.5, 11, 10, 6, 7.5, 9, 8]",IDK
329,100591,eileen fisher,"[DOrsay, Shoes, Flats]",AVpe5NNmLJeJML43xsfl,'allot' Flat,195.0,USD,2015-11-05T00:00:00Z,"[5.5, 8.5, 10, 7, 6, 5, 9.5, 6.5, 7.5, 9, 8, 11]",IDK
330,100592,ecco sport,"[Sandals, Shoes]",AVpe5NSE1cnluZ0-ZN8g,Cruise Strap Sandal,58.5,USD,2016-05-06T00:00:00Z,,IDK
331,100596,stride rite,"[Shoes, Flats]",AVpe5NhE1cnluZ0-ZOCE,Haylie (toddler/little Kid),27.99,USD,2016-05-07T00:00:00Z,,IDK
332,100597,tod's,"[Men, Shoes, Drivers]",AVpe5NxbilAPnD_xQRMs,Suede Tie Drivers,445.0,USD,2016-05-30T00:00:00Z,"[6, 7, 8, 9, 10, 11, 12, 13, 6.5, 7.5, 8.5, 9.5, 10.5, 11.5]",M
333,100598,geox kids,[Shoes],AVpe5O521cnluZ0-ZOj5,Jr Sofia 22 (little Kid),56.6,USD,2015-09-08T00:00:00Z,,IDK
334,10060,frye,"[Shoes, Boots]",AVpfHiYAilAPnD_xVUXW,Campus 14l,179.99,USD,2016-05-22T00:00:00Z,"[10, 8.5, 5.5, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",IDK
335,100600,michael michael kors,[shoes],AVpe5OEMilAPnD_xQRUF,'flex' Pointy Toe Pump,74.21,USD,2015-06-10T05:00:00Z,[10],IDK
336,100601,mootsies tootsies,"[Sandals, Shoes]",AVpe5OTlilAPnD_xQRaA,Mozavia3,30.99,USD,2016-05-07T00:00:00Z,[10],IDK
337,100604,messico,"[Shoes, Boots]",AVpe5Ol3ilAPnD_xQRhW,Garra Welt,62.99,USD,2016-05-05T00:00:00Z,"[10.5, 10, 11.5, 9, 13, 12]",IDK
338,100606,born,[Women's Shoes],AVpe5OyoLJeJML43xtF5,Sorja,70.97,USD,2015-08-13T00:00:00Z,[9M],W
339,100607,adidas outdoor,[Shoes],AVpe5OzA1cnluZ0-ZOhD,Terrex Fast R W,74.25,USD,2016-03-21T00:00:00Z,"[10.5, 7.5, 6]",IDK
340,10061,under armour,"[Men's Shoes, Running Shoes]",AVpfHisNilAPnD_xVUcz,Under Armour Men's Micro G Attack Running Shoes,84.99,USD,2016-01-27T00:00:00Z,,M
341,100610,saucony,"[Kids, Boys' Shoes, Shoes, Sneakers Athletic]",AVpe5PauLJeJML43xtWG,"'kotaro' Sneaker (toddler, Little Kid Big Kid)",34.47,USD,2015-11-08T00:00:00Z,"[5 W, 10.5 M]",M
342,100612,tod's,[shoes],AVpe5PnRilAPnD_xQR6H,Safety-pin Fringed Leather Drivers,565.0,USD,2015-05-15T18:10:17.548Z,[36 6],IDK
343,100613,naya,"[Shoes, Boots]",AVpe5PtsilAPnD_xQR8g,Valerie,79.99,USD,2016-01-11T00:00:00Z,"[6, 6.5, 11]",IDK
344,100614,narciso rodriguez,"[Heels, Women, Sandals, Shoes]",AVpe5PvZ1cnluZ0-ZO42,Alba Wedge Sandals,319.0,USD,2016-06-20T00:00:00Z,"[8.5, 10, 7, 6, 9.5, 7.5, 9, 8]",W
345,100618,pleaser,"[Shoes, Women's Shoes]",AVpe5QAL1cnluZ0-ZO_X,Pleaser Women's Gorgeous-20 Shoes Pleaser Day Night,34.95,USD,2016-03-21T00:00:00Z,"[10, 7, 6, 5, 9, 8, 11]",W
346,100619,vidorreta,"[Sandals, Shoes]",AVpe5QARLJeJML43xtkJ,Georgee,42.25,USD,2016-03-29T00:00:00Z,,IDK
347,10062,vans,"[Men, Shoes, Sneakers]",AVpfHj0Y1cnluZ0-eSlE,Og Slip-on 59 Lx Sneakers,49.0,USD,2016-08-22T00:00:00Z,"[7, 8, 9, 10, 11, 12, 13, 8.5, 9.5, 10.5, 11.5]",M
348,100620,converse kids,[Shoes],AVpe5QBM1cnluZ0-ZO_e,Chuck Taylor�� All Star�� Ox (little Kid),26.99,USD,2016-02-07T00:00:00Z,,IDK
349,100623,new balance,[Shoes],AVpe5QQU1cnluZ0-ZPFl,Sd400v2,69.99,USD,2016-05-05T00:00:00Z,"[10.5, 8.5, 10, 7, 9.5, 7.5, 12.5, 9, 11.5, 8, 11, 12]",IDK
350,100625,vis a vis,"[Women, Shoes, Flats, Shop by Department, Pointed Toe]",AVpe5QblLJeJML43xtuJ,Vis--vis 'cadee' Pointy Toe Flat (women),65.9,USD,2015-11-07T00:00:00Z,"[10, 8.5, 7, 6, 6.5, 7.5, 9, 8]",W
351,100626,skechers,[Walking Shoes],AVpe5QjDilAPnD_xQSRK,Elite Caliber,64.95,USD,2015-07-18T05:00:00Z,"[5.5M, 6.5M, 7.5M, 7M, 8.5M, 6M, 11M, 10M, 9M, 8M, 9.5M, 5M]",IDK
352,100629,sebago,"[Sebago, Boat Shoes, Men, Shoes]",AVpe5Qr8ilAPnD_xQSUj,'grinder' Boat Shoe,62.98,USD,2015-11-08T00:00:00Z,[8],M
353,10063,chinese laundry,"[Heels, Shoes]",AVpfHj44LJeJML432w9E,Isabel,32.99,USD,2016-02-09T00:00:00Z,"[8.5, 10, 7.5, 9]",IDK
354,100633,spenco,[shoes],AVpe5R8J1cnluZ0-ZPsL,Spenco Siesta Slip-on Shoes - Mens,19.99,USD,2015-01-15T22:17:34.322Z,,IDK
355,100634,massimo matteo,"[Oxfords, Shoes]",AVpe5RDeLJeJML43xt9e,5-eye Lace Up,79.99,USD,2016-05-05T00:00:00Z,"[10.5, 8.5, 10, 7, 9.5, 7.5, 9, 11.5, 8, 13, 11, 12]",IDK
356,100636,rieker,"[Heels, Shoes]",AVpe5RX_LJeJML43xuC9,67357 Aileen 57,36.0,USD,2016-02-05T00:00:00Z,,IDK
357,100637,fitzwell,"[Sandals, Shoes]",AVpe5RYVLJeJML43xuDJ,Cola,23.7,USD,2016-04-01T00:00:00Z,"[5.5, 8.5, 9.5, M, 4.5, 13, 11, 12, W, 10, 7, 6, 5, 4, 6.5, 7.5, 9, 8]",IDK
358,100638,aldo,"[Men, Shoes, Sneakers Athletic, Sneakers]",AVpe5Rbh1cnluZ0-ZPfh,'miriria' Sneaker (men),44.98,USD,2015-11-07T00:00:00Z,,M
359,100639,adidas y-3 by yohji yamamoto,[Shoes],AVpe5Rbo1cnluZ0-ZPfn,Honja High,135.99,USD,2016-03-21T00:00:00Z,,IDK
360,100642,magnanni,"[Loafers, Shoes]",AVpe5RgX1cnluZ0-ZPiE,Turia,275.99,USD,2016-04-01T00:00:00Z,"[10.5, 10, 8.5, 7, 9.5, 7.5, 11.5, 9, 8, 13, 14, 11, 12]",IDK
361,100644,jessica simpson,"[Heels, Shoes]",AVpe5RkeilAPnD_xQSnY,Bette,89.0,USD,2016-04-02T00:00:00Z,"[10, 8.5, 5.5, 7, 6, 9.5, 6.5, 7.5, 9, 8]",IDK
362,100645,candie's,[Shoes],AVpe5RoFilAPnD_xQSpR,Women's Strappy Buckle Sandals,29.99,USD,2015-07-06T05:00:00Z,"[5 MED, 6 MED, 6.5 MED, 7 MED, 7.5 MED, 8 MED, 8.5 MED, 9 MED, 9.5 MED]",IDK
363,100647,sam edelman,"[Sandals, Shoes]",AVpe5S3SilAPnD_xQTGa,Katarina,47.99,USD,2016-05-05T00:00:00Z,"[10.5, 10, 8.5, 5.5, 7, 6, 9.5, 5, 6.5, 7.5, 9, 8, 11]",IDK
364,100648,no brand,[shoes],AVpe5S61LJeJML43xupQ,Women's Alana Winter Sport Boot,17.48,USD,2015-04-21T17:37:40.565Z,[6],IDK
365,10065,jd fisk,"[Fantasy, Animation, Shoes, Adventure, Boots, Horror]",AVpfHjUb1cnluZ0-eSa8,Cobra,134.9,USD,2015-10-21T00:00:00Z,[9.5],IDK
366,100651,nike,"[Academy, Footwear, Women's Walking Shoes, Women's Shoes]",AVpe5SpZilAPnD_xQTBA,Nike Women's View Iii Walking Shoes,34.98,USD,2015-11-07T00:00:00Z,,W
367,100656,converse,[Shoes],AVpe5TPs1cnluZ0-ZQMC,All Star Pigment Dyed Canvas,39.99,USD,2016-03-30T00:00:00Z,,IDK
368,100658,gb,[shoes],AVpe5TWnilAPnD_xQTTN,Gb Well-known T-strap Wedge Sandals,69.99,USD,2015-05-31T18:14:56.989Z,,IDK
369,100659,penny loves kenny,"[Heels, Shoes]",AVpe5TWs1cnluZ0-ZQOw,Event,42.98,USD,2015-10-14T00:00:00Z,"[5.5, 6, 7.5]",IDK
370,10066,onitsuka tiger by asics,[Shoes],AVpfHjUx1cnluZ0-eSbG,Gel-lyte��� Iii,72.64,USD,2016-05-06T00:00:00Z,,IDK
371,100660,giuseppe zanotti,"[Women, Shoes, Heels, Sandals]",AVpe5TZVLJeJML43xu1k,Cruel Sandals,1595.0,USD,2016-06-03T00:00:00Z,"[6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11]",W
372,100670,christian louboutin,"[Heels, Pump, Women, Shoes]",AVpe5Ufn1cnluZ0-ZQrK,Beloved Pumps,1045.0,USD,2016-06-04T00:00:00Z,"[10.5, 10, 8.5, 5.5, 7, 6, 9.5, 5, 6.5, 7.5, 9, 8, 11]",W
373,100671,nike,"[Academy, Back To School Shoes, Canvas Shoes]",AVpe5Uqm1cnluZ0-ZQvL,Nike Men's Portmore Ultralight Skate Shoes,59.99,USD,2016-07-13T00:00:00Z,,IDK
374,100672,alegria,"[Loafers, Shoes, Short]",AVpe5UsD1cnluZ0-ZQv7,Aaron,32.49,USD,2015-10-20T00:00:00Z,,IDK
375,100673,geox,[Shoes],AVpe5V5G1cnluZ0-ZRPM,U Mattias B Abx 2,136.36,USD,2015-10-14T00:00:00Z,,IDK
376,100674,ralph lauren,"[Kids, Boys' Shoes]",AVpe5V5JilAPnD_xQUSK,"'sander' Boat Shoe (baby, Walker, Toddler, Little Kid & Big Kid)",44.95,USD,2016-03-29T00:00:00Z,,M
377,100677,cl by laundry,"[Shoes, Boots]",AVpe5V8RLJeJML43xv1M,Z Shannon,24.99,USD,2016-05-07T00:00:00Z,"[8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",IDK
378,100678,dr. martens kid\'s collection,"[Shoes, Boots]",AVpe5VQQilAPnD_xQUCA,Corlaney Quilted Boot (little Kid/big Kid),66.99,USD,2016-05-05T00:00:00Z,,IDK
379,100680,magnanni,[men shoes],AVpe5VUqLJeJML43xvk5,Magnanni Men's Dante Dress Oxfords,299.0,USD,2015-04-26T22:22:15.603Z,,IDK
380,100683,adidas outdoor,[Shoes],AVpe5VaNilAPnD_xQUF4,Terrex Fast X Gtx®,165.0,USD,2016-04-02T00:00:00Z,"[10.5, 10, 7, 6, 6.5, 7.5, 11.5, 9, 11, 12]",IDK
381,100685,ralph lauren,"[Baby Walker Shoes, Baby (size 0-4), Kids, Shoes]",AVpe5VxeLJeJML43xvwU,Layette 'jermaine' Crib Shoe (baby),40.0,USD,2015-11-07T00:00:00Z,"[3 M, 4 M, 2 M, 1 M]",IDK
382,100688,moon boot,"[Men, Shoes, Outdoor, Snow Boots]",AVpe5W3WilAPnD_xQUq9,Mens Tecnica Moon Boot Nylon Waterproof Mid Calf Snow Winter Rain Boot,89.99,USD,2016-05-14T00:00:00Z,,M
383,100689,church's,"[Women, Shoes, Flats, Lace-Ups]",AVpe5W4bLJeJML43xwNb,Burwood Wingtip Oxfords,570.0,USD,2016-04-29T10:23:06Z,"[5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11]",W
384,10069,dolce vita,"[Sandals, Shoes]",AVpfHju91cnluZ0-eSjW,Nolin,76.5,USD,2016-05-06T00:00:00Z,"[8.5, 10, 7, 6, 9.5, 7.5, 9, 8]",IDK
385,100690,kenneth cole reaction,"[Sandals, Shoes]",AVpe5W7pLJeJML43xwOZ,Away Lay,19.99,USD,2015-10-28T00:00:00Z,"[10, 5.5, 8.5, 7, 6, 5, 6.5, 7.5, 9, 8]",IDK
386,100693,lucky brand,"[Sandals, Shoes]",AVpe5WbVLJeJML43xwBu,Boop,35.99,USD,2015-10-21T00:00:00Z,"[8.5, 6]",IDK
387,100694,b.o.c. kids,[Shoes],AVpe5WstilAPnD_xQUmy,Wynter (toddler/little Kid),32.3,USD,2015-08-20T00:00:00Z,,IDK
388,100695,the row,"[Women, Shoes, Flats, Loafers]",AVpe5X-n1cnluZ0-ZSC2,Velvet Alys Venetian Loafers,975.0,USD,2016-05-15T12:16:02Z,"[5.5, 6.5, 7.5, 8.5, 9.5, 10.5, 6, 7, 8, 9, 10, 11]",W
389,100698,cordani,"[Sandals, Shoes]",AVpe5X6u1cnluZ0-ZSBt,Westminster,56.25,USD,2016-05-22T00:00:00Z,,IDK
390,1007,jessica simpson,"[Shoes, Boots]",AVpe4TQzLJeJML43xWDg,Calwell,49.99,USD,2016-05-20T00:00:00Z,"[10, 8.5, 5.5, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",IDK
391,10070,michael kors,"[Sandals, Shoes]",AVpfHjzSLJeJML432w7R,Halden,138.25,USD,2016-05-05T00:00:00Z,,IDK
392,100700,maison margiela,"[Sneakers, Men, Shoes]",AVpe5XBTLJeJML43xwQ_,Future Ankle-strap Sneakers,895.0,USD,2016-05-30T00:00:00Z,"[10, 7, 6, 9, 8, 13, 14, 11, 12]",M
