,index,brand,categories,id,name,price,currency,dateSeen,sizes,gender
393,100703,david tate,"[Women, Shoes, Pumps, Comfort]",AVpe5XGeLJeJML43xwSm,'vegas' Slingback (women),104.95,USD,2015-11-08T00:00:00Z,"[10.5, 5.5, 8.5, 9.5, 4.5, 13, 11, 12, 10, 7, 6, 5, 6.5, 4, 7.5, 9, 8]",W
394,100704,merrell,"[Men, Shoes, Sneakers Athletic, Hiking]",AVpe5XLw1cnluZ0-ZRwX,'chameleon Shift Ventilator' Waterproof Hiking Shoe (men),140.0,USD,2015-11-08T00:00:00Z,"[10.5, 10, 8.5, 7, 9.5, 9, 8]",M
395,100706,manebi,"[Women, Shoes, Espadrilles]",AVpe5XZ21cnluZ0-ZR1d,Amazonia Espadrilles,79.0,USD,2016-08-21T00:00:00Z,"[6, 7, 8, 9, 10, 11]",W
396,100707,charles by charles david,"[Shoes, Boots]",AVpe5X_-ilAPnD_xQVF6,Kathy,175.96,USD,2016-05-05T00:00:00Z,"[8.5, 5.5, 7, 6, 9.5, 6.5, 7.5, 9, 8]",IDK
397,100711,camper,[Shoes],AVpe5Xuj1cnluZ0-ZR9b,Vela Vulcanizado - 18882,73.51,USD,2016-01-11T00:00:00Z,,IDK
398,100714,donald j-pliner,[shoes],AVpe5XzN1cnluZ0-ZR_I,Donald J Pliner Monti Snake T-strap Dress Sandals,218.0,USD,2015-05-19T18:46:07.904Z,,IDK
399,100716,toms,"[Women, Shoes, Low-Top, Shop by Department, Sneakers Athletic]",AVpe5YBCLJeJML43xwpm,'classic' Print Wool Slip-on,58.95,USD,2015-11-05T00:00:00Z,"[5.5, 8.5, 10, 7, 6, 5, 9.5, 6.5, 7.5, 9, 8, 11, 12]",W
400,100718,globe,[Shoes],AVpe5YPdLJeJML43xwu-,The Sabbath,48.7,USD,2016-04-05T00:00:00Z,"[7, 11.5, 13, 14, 12]",IDK
401,100720,vaneli,"[Shoes, Boots]",AVpe5YXI1cnluZ0-ZSNC,Granger,129.99,USD,2016-05-06T00:00:00Z,"[5.5, 8.5, 9.5, 4.5, 11, 12, 10, 7, 6, 5, 6.5, 4, 7.5, 9, 8]",IDK
402,100721,naot footwear,"[Sandals, Shoes]",AVpe5YZe1cnluZ0-ZSN2,Dialogue,74.25,USD,2015-10-14T00:00:00Z,,IDK
403,100722,sbicca,"[Sandals, Shoes]",AVpe5YZk1cnluZ0-ZSN5,Tortola,32.99,USD,2016-05-05T00:00:00Z,"[9, 8]",IDK
404,100725,nike,"[Academy, Footwear, Girls' Shoes, Girls' Running Shoes]",AVpe5Yje1cnluZ0-ZSRl,Nike Girls' Dual Fusion Run 3 Flash Running Shoes,27.98,USD,2015-11-07T00:00:00Z,,W
405,100727,teva,[Girls' Shoes],AVpe5YmWilAPnD_xQVVA,Zirra Sandal Toddler/pre/grade School,40.99,USD,2015-07-14T05:00:00Z,"[1M, 2M, 3M, 4M, 5M, 6M]",W
406,100728,florsheim,"[Kids, Boys' Shoes, Shoes, Boots]",AVpe5Yo4LJeJML43xw5H,"Chelsea Boot (toddler, Little Kid Big Kid)",59.95,USD,2015-11-08T00:00:00Z,"[1.5 M, 2.5 M, 10 M, 13 M, 7 M, 10.5 M, 12 M, 11 M, 13.5 M, 5 M, 11.5 M, 1 M, 5.5 M, 3 M, 12.5 M, 4 M, 2 M, 6.5 M, 6 M, 4.5 M, 3.5 M]",M
407,100729,original penguin,[Shoes],AVpe5YsL1cnluZ0-ZST8,Emperor Lace,34.99,USD,2016-05-22T00:00:00Z,"[10.5, 10, 8.5, 7, 9.5, 7.5, 11.5, 9, 8, 13, 11, 12]",IDK
408,10073,givenchy,"[Women, Shoes, Flats, Lace-Ups]",AVpfHk2KilAPnD_xVVHB,Studded Derbys,869.0,USD,2016-06-09T00:00:00Z,"[5.5, 6.5, 7.5, 8.5, 9.5, 10.5, 6, 7, 8, 9, 10, 11]",W
409,100730,jessica simpson,[shoes],AVpe5YwsilAPnD_xQVX_,Jessica Simpson Carah Platform Dress Sandals,89.0,USD,2015-05-19T18:38:33.087Z,,IDK
410,100738,gucci,"[Women, Designer Collections, Designer Shoes, Sandals]",AVpe5ZJpLJeJML43xxDm,'marine' Sandal (women),660.0,USD,2016-03-30T00:00:00Z,,W
411,100741,valentino,"[Women, Shoes, Flats, Ballet Flats]",AVpe5ZZCilAPnD_xQVls,Rockstud Caged Flats,599.0,USD,2016-06-13T00:00:00Z,"[10.5, 8.5, 5.5, 9.5, 11, 12, 10, 7, 6, 5, 6.5, 7.5, 11.5, 9, 8]",W
412,100742,steven by steve madden,[Women's Shoes],AVpe5Za5ilAPnD_xQVml,Lanii,36.99,USD,2015-07-14T05:00:00Z,"[4M, 4.5M, 5M, 5.5M, 6M, 6.5M, 7M, 7.5M, 8M, 8.5M, 9M, 9.5M, 10M, 11M, 12M, 13M]",W
413,100745,converse,"[Shoes, Finish Line Athletic Shoes]",AVpe5Zz11cnluZ0-ZSse,Converse Women's Chuck Taylor All Star Missoni Ox Casual Sneakers From Finish Line,94.99,USD,2016-03-03T00:00:00Z,,IDK
414,100746,dc shoes,[Boys' Shoes],AVpe5_-z1cnluZ0-Zg61,Pure Velcro Faux Lace Sneaker Toddler,36.99,USD,2015-07-14T05:00:00Z,,M
415,100748,bandolino,[shoes],AVpe5_0t1cnluZ0-Zg3y,Bandolino Steam Dress Pumps,25.49,USD,2015-06-10T05:00:00Z,,IDK
416,10075,avia,[Shoes],AVpfHkVn1cnluZ0-eSu-,Avi-tangent A1483w,29.99,USD,2015-10-21T00:00:00Z,"[10.5, 8.5, 9.5, 11, 10, 7, 6, 6.5, 7.5, 9, 8]",IDK
417,100752,dansko,"[Heels, Shoes]",AVpe5_HkilAPnD_xQjpS,Ruby,94.99,USD,2016-04-01T00:00:00Z,,IDK
418,100753,cobian,"[Sandals, Shoes]",AVpe5_Iu1cnluZ0-Zgnt,Fiesta Skinny Bounce,23.56,USD,2016-04-10T00:00:00Z,"[10, 7, 6, 9, 8]",IDK
419,100754,tod's,[shoes],AVpe5_KJLJeJML43x_O5,Patent Leather Ballet Flats,425.0,USD,2015-05-16T18:00:10.595Z,[35/5],IDK
420,100757,charles by charles david,"[Women, Shoes, Pumps, Pointed Toe]",AVpe5_cL1cnluZ0-Zgty,'drew' Kitten Heel Pump (women),59.96,USD,2016-07-26T00:00:00Z,,W
421,100758,vince,[shoes],AVpe5_dcLJeJML43x_UZ,Preston Woven Leather Slip-on Sneakers,295.0,USD,2015-05-12T22:17:58.542Z,[5.0],IDK
422,10076,mars��ll,"[Men, Shoes, Boots]",AVpfHkWQLJeJML432xFk,Oiled Suede Chelsea Boots,629.0,USD,2016-06-09T00:00:00Z,"[10, 7, 9, 8, 11, 12]",M
423,100760,matisse,"[Sandals, Shoes]",AVpe5_leLJeJML43x_X6,Eternity,27.75,USD,2016-04-29T00:00:00Z,"[10, 8.5, 7, 9.5, 9, 8]",IDK
424,100762,life stride,[shoes],AVpe5_rNilAPnD_xQj1t,Life Stride Flavia Dress Wedges With Buckle,22.49,USD,2015-07-01T05:00:00Z,,IDK
425,100765,sperry top-sider,"[Heels, Shoes]",AVpe5aScilAPnD_xQV6-,Hadley,59.99,USD,2016-04-01T00:00:00Z,"[10, 7, 9, 8]",IDK
426,100766,bogs kids,"[Shoes, Boots]",AVpe5a_UilAPnD_xQWMA,Rain Boot Zebra (toddler/little Kid/big Kid),27.99,USD,2016-05-07T00:00:00Z,,IDK
427,100767,franco sarto,"[Sandals, Shoes]",AVpe5ahFLJeJML43xxiz,Breezy,49.99,USD,2015-10-14T00:00:00Z,[10],IDK
428,100768,bostonian,"[Oxfords, Shoes]",AVpe5ajhLJeJML43xxjs,Vesey Free,78.09,USD,2016-05-06T00:00:00Z,"[10.5, 10, 8.5, 7, 9.5, 7.5, 9, 11.5, 8, 11, 12]",IDK
429,100769,volatile,[Girls' Shoes],AVpe5ao9LJeJML43xxl-,Kids' Glide Wedge Sandal Pre/grade School,18.99,USD,2015-07-18T05:00:00Z,"[3M, 2M, 1M, 11M, 10M, 13M, 4M, 12M]",W
430,10077,stuart weitzman,"[Shoes, Boots]",AVpfHl2vLJeJML432xlh,Gran,282.99,USD,2016-05-05T00:00:00Z,"[10.5, 8.5, 7, 6, 5, 4, 6.5, 7.5, 9, 8, 11]",IDK
431,100770,steve madden,"[Oxfords, Shoes]",AVpe5aylLJeJML43xxp0,Havin,79.99,USD,2016-05-05T00:00:00Z,"[10, 7, 9.5, 7.5, 11.5, 11]",IDK
432,100771,crocs,"[Sandals, Shoes]",AVpe5b88LJeJML43xyGS,Louisiana State University Modi Flip,14.99,USD,2015-10-21T00:00:00Z,,IDK
433,100772,frye,[shoes],AVpe5bDFilAPnD_xQWNx,Frye Dorado Riding Boots,548.0,USD,2015-05-31T18:04:00.629Z,,IDK
434,100773,naturalizer,[shoes],AVpe5bSWilAPnD_xQWT2,Naturalizer Denyse Peep-toe Pumps,29.99,USD,2015-08-24T00:00:00Z,,IDK
435,100776,aquatalia,"[Sandals, Shoes]",AVpe5be31cnluZ0-ZTUI,Ravish,157.99,USD,2016-04-02T00:00:00Z,"[5.5, 6, 9.5, 7.5, 8, 11]",IDK
436,10078,khombu,"[Shoes, Boots]",AVpfHl4A1cnluZ0-eTQO,Alta,39.99,USD,2015-10-28T00:00:00Z,"[7, 6, 11]",IDK
437,100780,modit,"[Shoes, Girls' Shoes]",AVpe5by-ilAPnD_xQWgZ,Modit White T Strap Beaded Buckle Small Heel Dress Shoe Toddler Girl 5-9,13.74,USD,2016-03-17T00:00:00Z,,W
438,100785,isaac mizrahi new york,"[Heels, Shoes]",AVpe5dcUilAPnD_xQXHc,Darcy,42.99,USD,2015-10-29T00:00:00Z,"[5.5, 8.5, 7, 6, 5, 9.5, 6.5, 7.5, 9, 8]",IDK
439,100787,ecco,"[Shoes, Boots]",AVpe5dh_1cnluZ0-ZUFr,Sculptured 75 Tall Boot,134.99,USD,2016-05-06T00:00:00Z,,IDK
440,100788,la canadienne,"[Shoes, Boots]",AVpe5dpS1cnluZ0-ZUIm,Dawson,465.0,USD,2016-06-19T00:00:00Z,"[10, 8.5, 5.5, 7, 6, 9.5, 5, 6.5, 7.5, 9, 8, 11]",IDK
441,100789,aldo,"[Shoes, Boots]",AVpe5drY1cnluZ0-ZUJY,Prearia,87.99,USD,2016-05-22T00:00:00Z,,IDK
442,100793,tommy hilfiger,[Girls' Shoes],AVpe5eG3ilAPnD_xQXXx,Kids' Sandy Lock Charm Sandal Toddler/pre/grade School,28.98,USD,2015-08-13T00:00:00Z,"[3M, 2M, 1M, 11M, 10M, 9M, 13M, 8M, 4M, 5M, 12M]",W
443,100794,merrell,"[Heels, Shoes]",AVpe5eHxLJeJML43xy6P,Veranda Emme,84.99,USD,2016-04-01T00:00:00Z,"[10.5, 10, 8.5, 5.5, 7, 6, 9.5, 5, 6.5, 7.5, 9, 8, 11]",IDK
444,100795,bare traps,"[Sport, Biography, Sandals, Drama, Shoes]",AVpe5eLH1cnluZ0-ZUVV,Belicia,19.99,USD,2015-10-21T00:00:00Z,"[8.5, 6, 6.5, 7.5, 8]",IDK
445,100797,skechers,[Shoes],AVpe5ePlilAPnD_xQXbV,Flex Appeal - Sweet Spot,45.99,USD,2016-01-11T00:00:00Z,[8.5],IDK
446,100798,walking cradles,[Shoes],AVpe5eVf1cnluZ0-ZUZU,Cullen,69.99,USD,2016-05-22T00:00:00Z,"[10.5, 5.5, 8.5, 9.5, 4.5, 11, 10, 7, 6, 5, 4, 6.5, 7.5, 9, 8]",IDK
447,100799,polo ralph lauren kids,"[Shoes, Boots]",AVpe5eVyLJeJML43xzAF,Conquest Hi (big Kid),45.99,USD,2016-05-05T00:00:00Z,,IDK
448,10080,ugg australia,"[Women, Rain Winter Boots, Shoes, Waterproof, Boots]",AVpfHlFK1cnluZ0-eS91,'denhali' Hiker Boot (women),174.95,USD,2015-11-01T00:00:00Z,"[5.5, 8.5, 10, 7, 6, 5, 9.5, 6.5, 7.5, 9, 8, 11, 12]",W
449,100802,adidas kids,[Shoes],AVpe5el91cnluZ0-ZUft,Barricade Team 4 Xj (little Kid/big Kid),31.99,USD,2016-05-05T00:00:00Z,,IDK
450,100803,new balance,[Shoes],AVpe5emi1cnluZ0-ZUf9,Mxc700v3,44.99,USD,2016-03-30T00:00:00Z,"[10.5, 10, 7, 9.5, 9, 11.5, 8, 11, 12]",IDK
451,100804,dr. martens,[Shoes],AVpe5epa1cnluZ0-ZUhY,Alexei Plastic Tc Lace To Toe,50.0,USD,2016-02-07T00:00:00Z,,IDK
452,100805,trotters,"[Women, Shoes, Pumps, Comfort]",AVpe5f-PilAPnD_xQYEn,Pump,114.95,USD,2015-11-08T00:00:00Z,"[10.5, 5.5, 8.5, 10, 7, 6, 5, 9.5, 6.5, 7.5, 9, 8, 11, 12]",W
453,100807,donald j pliner,"[Heels, Shoes]",AVpe5f64ilAPnD_xQYDq,Cari,99.99,USD,2016-01-11T00:00:00Z,"[5.5, 8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",IDK
454,100810,taos footwear,"[Loafers, Shoes]",AVpe5feE1cnluZ0-ZU0n,Shuffle,74.99,USD,2016-04-05T00:00:00Z,"[8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",IDK
455,100815,patagonia,[Shoes],AVpe5gJAilAPnD_xQYIP,C-street Lace,49.99,USD,2015-10-18T00:00:00Z,"[10.5, 11.5, 13, 11]",IDK
456,100819,superfit,[Shoes],AVpe5gbA1cnluZ0-ZVKi,Tibo (toddler),39.99,USD,2015-10-21T00:00:00Z,,IDK
457,10082,burberry,"[Accessories, Men, Prescription Eyewear Frames, Shoes]",AVpfHlI61cnluZ0-eS_Z,Burberry Be2162 Eyeglasses-3002 Dark Havana-53mm,133.0,USD,2016-03-11T00:00:00Z,,M
458,100821,loshin's,"[Athletic, Women, Shoes]",AVpe5gznLJeJML43xz3w,Women's Split Sole Leather Jazz Shoe,8.0,USD,2016-05-11T00:00:00Z,,W
459,100822,coach,[shoes],AVpe5h9IilAPnD_xQYyN,Coach Francesca Sneaker,59.99,USD,2015-05-19T18:57:15.528Z,,IDK
460,100826,superfit,"[Shoes, Boots]",AVpe5hhb1cnluZ0-ZVjG,Grima (little Kid/big Kid),39.99,USD,2016-04-18T00:00:00Z,,IDK
461,10083,steve madden,"[Heels, Shoes]",AVpfHlM0ilAPnD_xVVOR,Benchh,26.99,USD,2015-10-21T00:00:00Z,"[10, 8.5, 7.5]",IDK
462,100833,loeffler randall,"[New Arrivals, Women, Shoes, Contemporary, Flats]",AVpe5imW1cnluZ0-ZV8F,'ambra' Pointy Toe Ghillie Flat (women),295.0,USD,2015-11-08T00:00:00Z,"[10.5, 5.5, 8.5, 10, 7, 6, 5, 9.5, 6.5, 7.5, 9, 8, 11]",W
463,100834,skechers,"[Shoes, Boots]",AVpe5inRLJeJML43x0iL,Infantry - Stylish Soldier,65.99,USD,2015-10-20T00:00:00Z,"[10, 8.5, 5.5, 7, 6, 9.5, 6.5, 7.5, 9, 8]",IDK
464,100837,skechers,"[Academy, Women's Shoes, Women's Active Shoes]",AVpe5j4w1cnluZ0-ZWbb,Skechers Women's Go Flex Lace-up Shoes,69.99,USD,2016-07-14T00:00:00Z,,W
465,100840,new balance,[Shoes],AVpe5jEXilAPnD_xQZME,New Balance T410v4,52.99,USD,2016-06-22T00:00:00Z,,IDK
466,100841,clarks,"[Shoes, Boots]",AVpe5jHKilAPnD_xQZNE,Bushacre Rand,50.0,USD,2016-05-22T00:00:00Z,"[10.5, 8.5, 10, 7, 9.5, 7.5, 11.5, 9, 8, 13, 11, 12]",IDK
467,100842,dolce by mojo moxy,"[Sandals, Shoes]",AVpe5jSv1cnluZ0-ZWMz,Siesta,25.75,USD,2016-03-29T00:00:00Z,"[10, 8.5, 7, 6, 9.5, 6.5, 7.5, 9, 8]",IDK
468,100845,sesto meucci,"[Shoes, Boots]",AVpe5jfJilAPnD_xQZWM,Funny,168.96,USD,2016-04-05T00:00:00Z,"[9.5, 7.5, 8]",IDK
469,100847,crocs kids,[Shoes],AVpe5jmvLJeJML43x06L,Blitzen Ii Clog (toddler/little Kid),16.99,USD,2016-05-07T00:00:00Z,,IDK
470,100848,columbia,[Shoes],AVpe5jng1cnluZ0-ZWUn,Vulc N Vent��� Half Dome,39.99,USD,2016-04-29T00:00:00Z,"[10.5, 10, 8.5, 7, 9.5, 7.5, 11.5, 9, 8, 13, 14, 11, 12]",IDK
471,10085,rachel kids,"[Sandals, Shoes]",AVpfHlQcLJeJML432xYM,Miramar (toddler/little Kid),14.99,USD,2016-01-11T00:00:00Z,,IDK
472,100851,e! live from the red carpet,"[Heels, Shoes]",AVpe5jrzilAPnD_xQZa2,Sara,60.05,USD,2016-05-22T00:00:00Z,"[5.5, 9]",IDK
473,100854,fergalicious,"[Sandals, Shoes]",AVpe5k4lLJeJML43x1aq,Sunday,21.99,USD,2016-05-06T00:00:00Z,"[5.5, 8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",IDK
474,100855,crocs,[Shoes],AVpe5k5b1cnluZ0-ZW1G,Crocband Ii.5 Clog,27.99,USD,2016-05-08T00:00:00Z,,IDK
475,100857,nike kids,[Shoes],AVpe5kBd1cnluZ0-ZWe9,Flex Experience 4 (little Kid),44.0,USD,2016-06-19T00:00:00Z,,IDK
476,10086,steve madden kids,"[Sandals, Shoes]",AVpfHlR91cnluZ0-eTCu,Jtaahnee (toddler/little Kid/big Kid),35.99,USD,2016-06-19T00:00:00Z,,IDK
477,100867,mizuno,[Shoes],AVpe5lWwilAPnD_xQaEX,Wave Hayate,62.99,USD,2015-10-21T00:00:00Z,[6],IDK
478,100869,rocky,"[Shoes, Men's Shoes, Men's Boots]",AVpe5lb31cnluZ0-ZXCs,Rocky Work Boots Mens 6 Elements Dirt Waterproof St Brown Rkyk074,154.99,USD,2016-03-22T00:00:00Z,"[8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 13]",M
479,10087,bass,"[Shoes, Boots]",AVpfHlT9ilAPnD_xVVQr,Bridgit,19.99,USD,2016-02-03T00:00:00Z,"[10, 8.5, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",IDK
480,100870,superfit,"[Sandals, Shoes]",AVpe5lswilAPnD_xQaMQ,Tia (toddler/little Kid/big Kid),15.99,USD,2016-01-31T00:00:00Z,,IDK
481,100871,clarks,[Men's Shoes],AVpe5lzWilAPnD_xQaPE,Nepler Rise,121.99,USD,2015-07-14T05:00:00Z,"[7M, 7.5M, 8M, 8.5M, 9M, 9.5M, 10M, 10.5M, 11M, 11.5M, 12M, 13M]",M
482,100872,reebok,[Shoes],AVpe5m-JilAPnD_xQasy,All Terrain Super 2.0 Tri,79.99,USD,2016-04-10T00:00:00Z,"[10.5, 10, 8.5, 7, 9.5, 7.5, 11.5, 9, 8]",IDK
483,100873,clarks,[Shoes],AVpe5mPD1cnluZ0-ZXVC,Randle Walk,62.47,USD,2016-05-05T00:00:00Z,"[10.5, 10, 8.5, 9.5, 11.5, 9, 8, 13, 11, 12]",IDK
484,100875,gabriela hearst,"[Women, Shoes, Heels, Sandals]",AVpe5mgs1cnluZ0-ZXc4,Holloway Mule Booties,795.0,USD,2016-05-15T12:16:00Z,"[6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11]",W
485,100876,frye,"[Shoes, Boots]",AVpe5mqVilAPnD_xQalH,Celia Shearling Short,179.99,USD,2016-05-22T00:00:00Z,"[10, 8.5, 5.5, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",IDK
486,100877,jordan,"[Shoes, Men, Athletic, Team Sports, Basketball]",AVpe5mrO1cnluZ0-ZXg5,Jordan Nike Men's Cp3 Viii Basketball Shoes-black/white/infrared,134.97,USD,2015-10-30T00:00:00Z,,M
487,100879,ralph lauren,"[Women, Shoes, Boots]",AVpe5ms7LJeJML43x2HO,Henrietta Leather Bootie,299.99,USD,2016-02-21T00:00:00Z,"[40.5, 38, 37.5, 41, 39.5, 35, 38.5, 36.5, 36, 40, 39, 37, 35.5]",W
488,100885,puma kids,[Shoes],AVpe5nLg1cnluZ0-ZXs4,Whirlwind V (toddler/little Kid/big Kid),35.99,USD,2016-04-02T00:00:00Z,,IDK
489,100888,robert clergerie,"[Women, Shoes, Platforms]",AVpe5nRD1cnluZ0-ZXuy,Frazziak Double-band Platform Sandals,299.0,USD,2016-06-09T00:00:00Z,"[6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11]",W
490,100889,olukai,"[Shoes, Boots]",AVpe5nRLilAPnD_xQazf,Mauna Iki,175.0,USD,2016-05-05T00:00:00Z,"[10.5, 10, 8.5, 9.5, 11.5, 9, 8, 13, 14, 11, 12]",IDK
491,10089,keystone,"[Men's Boots, Shoes, Men's Shoes]",AVpfHlaU1cnluZ0-eTFq,"Keystone Sc-nwi-ns-xl Polypropylene Non-skid Shoe Cover, X-large, Blue With White Tread (case of 150 Pairs)",58.64,USD,2016-03-30T00:00:00Z,,M
492,100890,dolce vita kids,"[Sandals, Shoes]",AVpe5nSr1cnluZ0-ZXvK,Shiley (little Kid/big Kid),19.5,USD,2016-05-06T00:00:00Z,,IDK
493,100892,giuseppe zanotti,"[Sandals, Shoes]",AVpe5nULLJeJML43x2Wl,Rs5063,128.0,USD,2016-04-29T00:00:00Z,,IDK
494,100896,aerin,"[Shoes, Boots]",AVpe5o1L1cnluZ0-ZYRQ,Lacy,132.68,USD,2016-02-08T00:00:00Z,[7],IDK
495,100899,top moda,"[Women's Casual Shoes, Shoes, Women's Boots, Women's Shoes]",AVpe5o6tilAPnD_xQbYR,Top Moda Mark-75 Women's Low Heel Zipper Round Toe Mid-calf Knee High Boot Shoes,27.95,USD,2016-03-31T00:00:00Z,"[10, 8.5, 5.5, 7, 6, 5, 6.5, 7.5, 9, 8]",W
496,1009,puma,"[Academy, Boys' Shoes, Boys' Cleats, Boys' Soccer Cleats]",AVpe4T_0ilAPnD_xP60n,Puma Kids' Evopower 1.3 Tricks Fg Jr Soccer Cleats,79.99,USD,2016-07-13T00:00:00Z,,M
497,10090,primigi,[Girls' Shoes],AVpfHle01cnluZ0-eTHL,Choate Loafer Preschool,84.95,USD,2015-07-18T05:00:00Z,,W
498,100902,steve madden,"[Heels, Shoes]",AVpe5oNGLJeJML43x2qp,Valine,44.99,USD,2016-01-11T00:00:00Z,"[5.5, 10, 7]",IDK
499,100903,kenneth cole-reaction,[shoes men],AVpe5oOrilAPnD_xQbJw,Kenneth Cole Reaction Men's Low Rider Casual Sneakers,69.99,USD,2015-04-26T22:11:42.852Z,,IDK
