,id,brand,categories,dateUpdated,name,sizes,sourceURLs,prices.amountMin,prices.condition,prices.currency,prices.dateSeen,prices.merchant
71,AVpe-50kLJeJML43zxXJ,Atomic,"[Shoes, Men's Shoes, Running Shoes, Road Running Shoes]",2016-03-09T17:40:40Z,Atomic Team Running Shoes,,www.amazon.co.uk,82.09,new,EUR,2016-03-06T00:00:00Z,Amazon.co.uk
72,AVpe-59filAPnD_xSVwX,Third Party,[Shoes],2015-08-21T22:51:22Z,On/off Pcb With Switch,,www.amazon.co.uk,71.21,new,EUR,2015-08-21T00:00:00Z,Amazon.co.uk
73,AVpe-5CpilAPnD_xSVeI,Amiana,"[Heels, Shoes]",2016-06-21T14:31:09Z,15-a5256 (big Kid/adult),,www.zappos.com,36.99,New,USD,2016-05-22T00:00:00Z,6pm.com
74,AVpe-5FOLJeJML43zxJb,Inc.5,[shoes],2014-10-20T14:42:29Z,Inc.5 Women's Pumps,,www.amazon.in,1074.0,,INR,2014-10-20T04:10:22.847Z,
75,AVpe-5PtLJeJML43zxNL,GIAMBA,[shoes],2015-05-19T19:17:09Z,Velvet Crystal-heel Satin Platform Sandals,[35 5],www.saksfifthavenue.com,895.0,New,USD,2015-05-16T17:53:53.758Z,saksfifthavenue.com
76,AVpe-5hJilAPnD_xSVof,HUF,[Shoes],2016-06-21T14:17:36Z,Classic Hi,"[10.5, 5.5, 8.5, 9.5, 13, 11, 12, 10, 7, 6, 5, 6.5, 7.5, 11.5, 9, 8]",www.zappos.com,64.99,new,USD,2016-06-19T00:00:00Z,
77,AVpe-5iO1cnluZ0-bS2h,Mephisto,[Walking Shoes],2015-08-14T18:17:43Z,Laser Perf,"[5.5M, 8.5M, 9M, 8M, 9.5M, 10.5M, 6.5M, 7.5M, 7M, 6M, 11M, 10M, 5M]",www.shoes.com,199.95,New,USD,2015-08-13T00:00:00Z,Shoes.com
78,AVpe-5vbLJeJML43zxVT,Christian Louboutin,"[Women, Shoes, Heels, Pump]",2016-08-12T09:39:57Z,Apostrophy Pumps,"[5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12]",www.barneys.com,675.0,new,USD,2016-05-07T00:00:00Z,http://www.barneys.com/
79,AVpe-6-iLJeJML43zxzL,Cross,[Shoes],2015-08-14T22:30:22Z,Cross® Men's 100% Genuine Leather Global Passport Wallet,,www.amazon.ca,36.99,new,CAD,2015-08-10T00:00:00Z,Torerocorpcanada
80,AVpe-6BgilAPnD_xSVxo,Benjamin Adams London,"[Party Evening, Women, Pumps, Shoes]",2015-11-13T12:36:18Z,Benjamin Adams 'lola' Ankle Strap Mesh Pump (women),"[10, 8.5, 7, 6, 9.5, 5, 6.5, 7.5, 9, 8]",shop.nordstrom.com,219.95,,USD,2015-11-08T00:00:00Z,
81,AVpe-6JKilAPnD_xSV0W,Corso Como,[Women's Shoes],2015-08-14T18:10:30Z,Lowes,"[5M, 5.5M, 6M, 6.5M, 7M, 7.5M, 8M, 8.5M, 9M, 9.5M, 10M, 11M]",www.shoes.com,98.0,New,USD,2015-08-13T00:00:00Z,Shoes.com
82,AVpe-6L1LJeJML43zxfZ,adidas,"[Shoes, Men's Shoes, Indoor Court Shoes]",2016-04-02T05:58:17Z,Adidas F5 Indoor Footballshoe Mens,"[39 1/3, 40, 46, 45 1/3, 47 1/3]",www.amazon.co.uk,27.13,new,EUR,2016-03-31T00:00:00Z,Amazon.co.uk
83,AVpe-6LeLJeJML43zxfJ,Ralph Lauren,"[Toddler 4-10, Shoes, Children]",2016-02-24T00:03:28Z,School T-strap Patent Leather,"[10, 5.5, 8.5, 7, 6, 5, 9.5, 4, 6.5, 7.5, 4.5, 9, 8]",www.ralphlauren.com,34.99,New,USD,2016-02-23T00:00:00Z,www.ralphlauren.com
84,AVpe-6MYilAPnD_xSV1y,Born,"[Shoes, Boots]",2016-07-29T21:26:35Z,Davis,"[8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",www.zappos.com,64.99,New,USD,2016-05-07T00:00:00Z,6pm.com
85,AVpe-6Vr1cnluZ0-bTHP,Generic,[Shoes],2015-09-10T17:27:50Z,Unbranded Women's Yr002 Textile Slipper Boots,,www.amazon.co.uk,8.17,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
86,AVpe-6h-LJeJML43zxoe,BTS,[Shoes],2015-08-24T19:42:23Z,"Bts 1672-6 Speedsandic Trailschuh Racing Shoes, Black / Blue / Grey, Size: 41-46",,www.amazon.co.uk,29.69,new,EUR,2015-08-23T00:00:00Z,Amazon.co.uk
87,AVpe-71kilAPnD_xSWd3,unbranded,"[Baby, Baby Shoes]",2016-02-14T12:31:47Z,Toddler Baby Girl Classic Yellow Bowknot Crib Shoes Size 0-6 6-12 12-18 Months,,www.ebay.com.au,10.22,New in box,AUD,2016-02-10T00:00:00Z,hope15899good - Ebay.com
88,AVpe-748LJeJML43zyJP,BOBS from SKECHERS,"[Shoes, Flats]",2016-05-21T04:36:55Z,Bobs Plush - Shimmer & Shine,"[5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 11]",www.6pm.com,30.99,New,USD,2016-05-08T00:00:00Z,6pm.com
89,AVpe-75j1cnluZ0-bTtE,Clarks,"[Loafers, Shoes]",2016-02-09T23:53:11Z,Colson Knoll,"[8.5, 10, 9.5, 14, 11]",www.6pm.com,64.99,New,USD,2016-01-31T00:00:00Z,6pm.com
90,AVpe-75yLJeJML43zyJT,RJR.John Rocha,[Shoes],2015-09-10T16:19:06Z,Rjr.john Rocha Mens Designer Tan Leather Lace Up Shoes,,www.amazon.co.uk,85.0,new,EUR,2015-09-07T00:00:00Z,Amazon.co.uk
91,AVpe-7Yg1cnluZ0-bTgd,Carol Shoes,[Shoes],2015-09-10T17:33:18Z,Carol Shoes Women's New Style Charm High Heel Stiletto Court Shoes,,www.amazon.co.uk,22.0,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
92,AVpe-7pW1cnluZ0-bTm4,DC Kids,[Shoes],2016-06-21T14:17:15Z,Trase Tx (big Kid),,www.6pm.com,32.99,new,USD,2016-06-19T00:00:00Z,
93,AVpe-8-ILJeJML43zyic,PUMA,[Shoes],2016-07-29T22:30:04Z,76 Runner Fun,"[10.5, 8.5, 10, 5.5, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",www.6pm.com,48.91,New,USD,2016-04-07T00:00:00Z,6pm.com
94,AVpe-80rLJeJML43zyeo,Johnston Murphy,[shoes men],2015-06-01T16:29:38Z,Johnston Murphy Harding Panel Oxfords,,www.dillards.com,119.99,,USD,2015-05-30T23:10:37.804Z,Dillards.com
95,AVpe-82eLJeJML43zyfS,Propét,[Walking Shoes],2015-08-14T18:16:10Z,Cliff Walker Strap,"[9X, 12X, 8.5M, 16X, 9M, 11.5M, 14X, 9.5M, 10.5M, 10X, 8.5X, 16M, 14M, 7.5M, 7M, 9.5X, 10M, 10.5X, 8X, 12M, 11.5X, 13X, 15X, 8M, 11X, 15M, 11M, 13M]",www.shoes.com,109.95,New,USD,2015-07-18T05:00:00Z,Shoes.com
96,AVpe-83nilAPnD_xSW13,durango,"[Shoes, Durango, Brown, Womens, Mid-Calf]",2016-05-20T08:10:19Z,World Traveler Women's Wellington Boots,"[11 MED, 8 MED, 9 MED, 7 MED, 7.5 MED, 9.5 MED, 10 MED, 6 MED, 6.5 MED, 8.5 MED]",www.kohls.com,219.99,New,USD,2015-08-25T00:00:00Z,Kohls.com
97,AVpe-87f1cnluZ0-bUEp,Naot Footwear,"[Sandals, Shoes]",2016-07-14T20:05:56Z,Totara,,www.6pm.com,79.99,New,USD,2016-05-22T00:00:00Z,6pm.com
98,AVpe-89N1cnluZ0-bUFV,Lady shoes,[Shoes],2015-08-24T20:34:46Z,Klm Customized Women's Satin Upper Latin Dance Shoes Sandals With Buckie,,www.amazon.co.uk,56.0,new,EUR,2015-08-22T00:00:00Z,Amazon.co.uk
99,AVpe-89lLJeJML43zyiD,BeMIX,[Shoes],2015-08-24T20:07:01Z,Bemix Leatherette Women's Chunky Heel T-strap Pumps/heels Shoes With Bowknot(more Colors),,www.amazon.co.uk,41.44,new,EUR,2015-08-22T00:00:00Z,Amazon.co.uk
100,AVpe-8BJ1cnluZ0-bTv_,KLM-1123,[Shoes],2015-08-24T20:07:33Z,Klm Sneaker Women's Athletic Shoes Synthetic Shoes More Colors Available,,www.amazon.co.uk,67.0,new,EUR,2015-08-22T00:00:00Z,Amazon.co.uk
101,AVpe-8FZLJeJML43zyNr,Anne Klein,"[Heels, Shoes]",2016-02-06T22:23:22Z,Isana,"[5.5, 8.5, 10, 6, 6.5, 11]",www.6pm.com,47.49,New,USD,2016-01-11T00:00:00Z,6pm.com
102,AVpe-8JSilAPnD_xSWlC,Esprit,"[Shoes, Boots]",2015-10-31T09:28:20Z,Cahir,"[8.5, 7, 6, 6.5, 7.5, 8]",www.6pm.com,29.99,New,USD,2015-10-28T00:00:00Z,6pm.com
103,AVpe-8Sq1cnluZ0-bT15,Fashiondiary,"[Snowshoeing, Boots, Shoes, Women]",2015-11-13T06:58:45Z,Fashiondiary Women's 7 Sizes Autumn Snowshoes,,www.amazon.ca,98.31,new,CAD,2015-11-12T00:00:00Z,Amazon.ca
104,AVpe-8TSilAPnD_xSWow,Dunlop,[Shoes],2015-09-10T16:20:19Z,Dunlop Men's 1987 Panel Textile Trainers,,www.amazon.co.uk,21.96,new,EUR,2015-09-07T00:00:00Z,Amazon.co.uk
105,AVpe-8fG1cnluZ0-bT6N,Alegria,[shoes],2015-06-01T17:23:41Z,Alegria Pesca Fisherman Clogs,,www.dillards.com,110.0,,USD,2015-05-31T18:11:16.632Z,Dillards.com
106,AVpe-8foilAPnD_xSWtD,Gilbert,"[Netball, Shoes]",2016-04-02T05:43:17Z,Gilbert Helix Netball Shoes,,www.amazon.co.uk,39.95,new,EUR,2016-03-31T00:00:00Z,Amazon.co.uk
107,AVpe-8lP1cnluZ0-bT8R,Hanwag,"[Shoes, Men's Shoes]",2016-03-30T06:48:02Z,Tashi,"[14, 125, 65, 7.5, 13, 115, 135]",www.amazon.co.uk,237.76,new,EUR,2016-03-28T00:00:00Z,Amazon.co.uk
108,AVpe-8q9LJeJML43zya1,Puma Kids,[Shoes],2016-04-11T17:00:39Z,Speeder Illuminescent V (toddler/little Kid/big Kid),,www.6pm.com,29.84,New,USD,2016-04-07T00:00:00Z,6pm.com
109,AVpe-96f1cnluZ0-bUcI,Walking Cradles,"[Loafers, Shoes]",2016-07-29T22:30:04Z,Addie,"[8.5, 5.5, 9.5, 4.5, 11, 10, 7, 6, 5, 6.5, 4, 7.5, 9, 8]",www.6pm.com,34.99,New,USD,2016-05-22T00:00:00Z,6pm.com
110,AVpe-97jilAPnD_xSXPe,Clarks,[Shoes],2015-09-10T17:07:50Z,Womens Clarks Compass Zone Black Leather Smart Shoes,,www.amazon.co.uk,35.99,new,EUR,2015-09-06T00:00:00Z,Amazon.co.uk
111,AVpe-9U_ilAPnD_xSXA5,Tommy Hilfiger,"[Show All Brands, Tommy Hilfiger, Designer Shoe Shop, Shoes]",2016-03-09T17:36:07Z,Tommy Hilfiger Women's Russel Faux-fur Duck Booties,,www1.macys.com,69.3,,USD,2016-03-03T00:00:00Z,
112,AVpe-9VuLJeJML43zyrn,Pour La Victoire,"[Shoes, Boots]",2015-10-19T18:53:41Z,Emme,[10],www.6pm.com,174.99,New,USD,2015-10-14T00:00:00Z,6pm.com
113,AVpe-9Yn1cnluZ0-bUQC,UGG Kids,"[Shoes, Boots]",2016-05-06T09:48:19Z,Ultimate (toddler/little Kid/big Kid),,www.6pm.com,84.99,New,USD,2016-05-05T00:00:00Z,6pm.com
114,AVpe-9bVilAPnD_xSXDU,SPI,"[Shoes, Men's Shoes, Cycling Shoes]",2015-11-16T04:52:28Z,Spiuk New Risko Shoes 2015,"[41, 43, 46, 39, 38, 44, 49, 42, 45, 40, 47]",www.amazon.co.uk,63.49,new,EUR,2015-11-14T00:00:00Z,Amazon.co.uk
115,AVpe-9y71cnluZ0-bUZf,PUMA,[Shoes],2016-05-08T01:58:54Z,Ignite Xt Core,"[10.5, 5.5, 8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",www.6pm.com,64.99,New,USD,2016-05-07T00:00:00Z,6pm.com
116,AVpe-AD5LJeJML43zc7X,Volatile,[shoes],2015-06-01T17:47:13Z,Volatile Shinebright Jeweled Sandals,,www.dillards.com,49.99,,USD,2015-05-31T18:13:57.906Z,Dillards.com
117,AVpe-ANm1cnluZ0-a-gu,Naturalizer,"[Sandals, Shoes]",2016-05-06T10:03:29Z,Nerice,"[10.5, 8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11, 12]",www.6pm.com,26.7,New,USD,2016-05-05T00:00:00Z,6pm.com
118,AVpe-ATjLJeJML43zdBB,soft style by hush puppies,"[Soft Style by Hush Puppies, 1in - 1 3/4in, Medium, Red, Black, Wide, Other, Dress, Comfort, Womens, Blue, Prom, Shoes]",2016-05-20T08:20:54Z,Sharyl Women's Bow Dress Heels,,www.kohls.com,49.0,New,USD,2015-09-15T00:00:00Z,Kohls.com
119,AVpe-AXYilAPnD_xSBUV,Roughneck Clothing,[Shoes],2015-09-10T16:31:38Z,Roughneck Clothing Stealth Trainer Composite Midsole Size 7,,www.amazon.co.uk,45.02,new,EUR,2015-09-07T00:00:00Z,Big Red Toolbox
120,AVpe-A_bLJeJML43zdRU,Nike,"[Academy, Men's Sports Slides, Men's Cleats, Sport Slides, Men's Shoes, Shops]",2016-10-15T10:47:31Z,Nike Men's Flex Motion Sport Slides,,www.academy.com,34.99,,USD,2016-10-15T10:47:31Z,
121,AVpe-Aa8ilAPnD_xSBV3,Steven,"[Sandals, Shoes]",2016-07-29T22:30:40Z,Roburta,"[8.5, 10, 7, 9.5, 7.5, 8]",www.6pm.com,30.99,New,USD,2016-04-02T00:00:00Z,6pm.com
122,AVpe-AahLJeJML43zdEL,AIU Beautifull life,"[Shoes, Women, Athletic, Running Shoes]",2016-08-23T18:34:03Z,Aiu Women's Shoes Flat Heel Round Toe Fashion Sneakers Casual Black/white,,www.amazon.ca,46.0,new,CAD,2016-05-05T15:04:30Z,Amazon.ca
123,AVpe-BA8LJeJML43zdSK,Rieker,[Shoes],2016-05-06T10:07:39Z,Z4213,,www.6pm.com,100.99,New,USD,2016-05-05T00:00:00Z,6pm.com
124,AVpe-BFFilAPnD_xSBkn,Tamaris,"[Shoes, Boots]",2016-05-06T10:04:26Z,Amour 1-1-24304-25,"[36, 39, 37, 38, 42, 41, 40]",www.zappos.com,71.99,New,USD,2016-05-05T00:00:00Z,6pm.com
125,AVpe-BHgilAPnD_xSBlm,Nike,"[Shoes, Men's Shoes, Running Shoes, Road Running Shoes]",2016-03-09T17:56:00Z,Nike Mens Downshifter 6 Leather Running Shoes White/orange Uk 11 (46),,www.amazon.co.uk,54.0,new,EUR,2016-03-07T00:00:00Z,brandhoppa
126,AVpe-Bb51cnluZ0-a-8W,Spring Step,[Shoes],2016-03-25T14:05:00Z,Valeria,,www.6pm.com,30.0,New,USD,2016-03-24T00:00:00Z,6pm.com
127,AVpe-Bi71cnluZ0-a--t,Rieker,"[Heels, Shoes]",2016-05-06T10:12:23Z,43700 Mirjam 00,,www.6pm.com,64.99,New,USD,2016-04-01T00:00:00Z,6pm.com
128,AVpe-Bij1cnluZ0-a--e,DC,[Shoes],2015-10-31T09:10:23Z,Course Xe,[11.5],www.6pm.com,51.84,New,USD,2015-10-14T00:00:00Z,6pm.com
129,AVpe-BoWilAPnD_xSBw6,New Balance,"[Academy, Women's Shoes, Women's Running Shoes]",2016-07-19T15:46:17Z,New Balance Women's 980 Running Shoes,,www.academy.com,49.99,,USD,2016-07-13T00:00:00Z,
130,AVpe-By81cnluZ0-a_Ee,P.W. Minor,[Walking Shoes],2015-08-14T18:09:18Z,Triumph,"[122E, 7B, 5D, 5B, 52E, 7D, 12D, 12B, 10D, 10B, 9B, 9D, 112E, 102E, 72E, 6B, 6D, 11D, 13B, 8D, 13D, 8B, 62E, 11B, 132E, 92E, 82E]",www.shoes.com,154.95,New,USD,2015-08-13T00:00:00Z,Shoes.com
131,AVpe-CIZLJeJML43zdq-,East Majik,"[Shoes, Men, Athletic]",2016-08-29T21:03:27Z,Sandals Suit For Bathroom and Beach Blue Stripe Flip Flops,,www.amazon.ca,22.82,new,CAD,2016-08-29T00:00:00Z,East Majik
132,AVpe-CJ31cnluZ0-a_NN,Comfortiva,"[Heels, Shoes]",2016-05-06T09:47:22Z,Stephanie Ii,"[8.5, 9.5, 11, 12, 10, 7, 6, 5, 6.5, 7.5, 9, 8]",www.6pm.com,79.95,New,USD,2016-04-05T00:00:00Z,6pm.com
133,AVpe-ChjLJeJML43zd0f,Saucony,"[Running, Shoes]",2016-03-09T17:51:23Z,Saucony Men's Ride 8 M Running Shoes,,www.amazon.co.uk,175.98,new,EUR,2016-03-06T00:00:00Z,Amazon.co.uk
134,AVpe-CnLLJeJML43zd2g,Dunlop,[Shoes],2015-09-10T16:32:28Z,#n/a,,www.amazon.co.uk,54.0,new,EUR,2015-09-07T00:00:00Z,Big Red Toolbox
135,AVpe-Cxf1cnluZ0-a_cH,Lilly Pulitzer,"[Sandals, Shoes]",2016-05-03T17:22:17Z,Jackie Sandal,"[8.5, 7, 6, 9.5, 6.5, 9, 8]",www.6pm.com,49.99,New,USD,2016-04-29T00:00:00Z,6pm.com
136,AVpe-DA_ilAPnD_xSCSw,Barbie,[shoes],2015-01-10T19:27:00Z,Barbie Girl's Fuschia Sports Shoes - 9 Uk,,www.amazon.in,849.0,,INR,2015-01-04T06:33:45.996Z,
137,AVpe-D_x1cnluZ0-a_23,Bordello,[Shoes],2015-09-10T17:31:11Z,Bordello Tee07l/hp 5 Femmes,,www.amazon.co.uk,89.94,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
138,AVpe-E-dLJeJML43zerd,Lowa,[Shoes],2016-02-06T19:35:58Z,Lowa Renegade Gtx Mid Ws Pflaume Mint,,www.amazon.co.uk,166.91,new,EUR,2016-02-05T00:00:00Z,Amazon.co.uk
139,AVpe-E08LJeJML43zeoI,Rockport,"[Shoes, Boots]",2016-05-08T01:23:15Z,Total Motion 45mm Tall Boot ��� Wide Calf,"[10.5, 10, 8.5, 5.5, 7, 6, 5, 9.5, 6.5, 7.5, 9, 8, 11]",www.6pm.com,96.0,New,USD,2016-04-05T00:00:00Z,6pm.com
140,AVpe-E3XLJeJML43zeoz,David Tate,"[Loafers, Shoes]",2016-05-24T08:37:15Z,Lido,"[10.5, 5.5, 8.5, 9.5, 4.5, 13, 11, 12, 10, 7, 6, 5, 6.5, 4, 7.5, 9, 8]",www.6pm.com,69.99,New,USD,2016-05-22T00:00:00Z,6pm.com
141,AVpe-EBlLJeJML43zeV5,KLM-1123,[Shoes],2015-08-24T20:10:16Z,Klm Women's Shoes Chunky Heel Pointed Toe Flats Dress Shoes More Colors Available,,www.amazon.co.uk,36.0,new,EUR,2015-08-22T00:00:00Z,Amazon.co.uk
142,AVpe-EHIilAPnD_xSCp7,Pleaser,[Shoes],2015-09-10T17:33:17Z,Pleaser Allure-660 - Sexy Platform High Heels Sandals With Rhinestones Sizes 2-10,,www.amazon.co.uk,77.95,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
143,AVpe-EJBilAPnD_xSCq0,Bloch,[shoes],2014-10-21T23:47:05Z,Girl's Student Tap Shoe,"[8.5, 9.0, 11.0, 8.0, 1.5, 12.5, 13.0, 9.5, 13.5, 12.0, 10.5, 11.5, 1.0]",www.amazon.com,19.15,,USD,2014-10-21T18:34:59.049Z,
144,AVpe-EKG1cnluZ0-a_6e,Converse Kids,[Shoes],2016-05-06T09:45:30Z,Chuck Taylor�� All Star�� Easy Hi - Camo Fur (little Kid/big Kid),,www.6pm.com,24.99,New,USD,2016-05-05T00:00:00Z,6pm.com
145,AVpe-EUELJeJML43zecV,Mavic,[Cycling Shoes],2014-02-21T04:30:08Z,Mavic 2012 Giova Women's Road Cycling Shoe,,www.buy.com,129.95,,USD,2014-02-21T04:30:08Z,
146,AVpe-EWo1cnluZ0-a__S,Dickies,[shoes],2015-04-29T09:27:38Z,Men's Dickies Raider Genuine Leather Steel Toe Work Boots - Black,[7],tws.target.com,89.99,,USD,2015-04-23T20:43:42.374Z,
147,AVpe-Ea7LJeJML43zeel,iPretty,[Shoes],2015-09-10T16:41:23Z,Womens Ladies Bridal Stiletto White Ivory Satin Ladies High Heels Flowers Lace Rhinestones Satin Wedding Bridal Shoes Wedding Bridesmaid Sandal Party Classic Pumps Court Shoes Size 3 4 5 6 7 8 9,,www.amazon.co.uk,39.65,new,EUR,2015-09-06T00:00:00Z,Amazon.co.uk
148,AVpe-EdELJeJML43zefS,Slipbuster Footwear,[Shoes],2015-09-10T16:47:46Z,Slipbuster Safety Trainer / Boot Black - Size: Euro - 42 / Uk - 8 - Great For Everyday Use In A Commercial Kitchen,,www.amazon.co.uk,41.99,new,EUR,2015-09-06T00:00:00Z,Rinkit Ltd
149,AVpe-Ekb1cnluZ0-bADb,Carolbar,[Shoes],2015-09-10T17:32:08Z,Carolbar Women's Fashion Sweet High Heel Ankle-strap Court Shoes,,www.amazon.co.uk,18.0,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
150,AVpe-EptLJeJML43zekG,Lowa,[Shoes],2016-03-30T06:26:20Z,Lowa Diego Gtx Lo Blau/limone,,www.amazon.co.uk,69.69,new,EUR,2016-03-29T00:00:00Z,Amazon.co.uk
151,AVpe-ErnLJeJML43zekf,Cherokee,"[shoes, toddler boys' shoes]",2015-12-17T15:23:50Z,Toddler Boys' Haywood High Top Sneakers Cherokee - Brown,"[10, 7, 6, 5, 9, 8, 11, 12]",tws.target.com,21.99,,USD,2015-12-15T00:00:00Z,
152,AVpe-F28LJeJML43ze_u,Ralph Lauren,"[Women, Shoes]",2016-02-25T20:54:21Z,Striped Canvas Espadrille,"[40.5, 38, 37.5, 41, 39.5, 35, 38.5, 36.5, 36, 40, 39, 37, 35.5]",www.ralphlauren.com,114.99,New,USD,2016-02-21T00:00:00Z,www.ralphlauren.com
153,AVpe-F7PLJeJML43zfBI,Mark Lemp Classics,[Women's Shoes],2015-07-15T11:35:02Z,Erica,"[9N, 9W]",www.shoes.com,52.97,New,USD,2015-07-15T05:00:00Z,Shoes.com
154,AVpe-FORilAPnD_xSDC8,Jambu,"[Sandals, Shoes]",2016-05-03T16:46:12Z,Ronnie,"[10, 8.5, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",www.6pm.com,72.7,New,USD,2016-04-28T00:00:00Z,6pm.com
155,AVpe-FSWLJeJML43zeyM,Western Chief,[Girls' Shoes],2015-08-14T18:14:48Z,Wings,"[3M, 2M, 1M, 11M, 9M, 10M, 8M, 13M, 4M, 12M]",www.shoes.com,29.95,New,USD,2015-08-13T00:00:00Z,Shoes.com
156,AVpe-FdIilAPnD_xSDIZ,Shimano,"[Cycling, Shoes]",2016-03-30T03:26:21Z,Shimano Spares Srpe C/fit Insole 38-39,,www.amazon.co.uk,43.81,new,EUR,2016-03-28T00:00:00Z,Adventure Northumberland
157,AVpe-FdT1cnluZ0-bAX5,Polo Ralph Lauren,"[Shoes, Boots]",2016-01-14T11:49:12Z,Barrot,"[10.5, 10, 8.5, 7, 9.5, 7.5, 11.5, 9, 8, 13, 11, 12]",www.6pm.com,69.99,New,USD,2016-01-11T00:00:00Z,6pm.com
158,AVpe-FiSLJeJML43ze4L,Converse,[shoes],2015-04-23T11:51:13Z,Converse Chuck Taylor Street Slip (kids),,www.amazon.com,34.99,,USD,2015-04-19T13:22:51.708Z,
159,AVpe-Fs4LJeJML43ze7-,Chloe,[shoes],2015-05-19T19:58:37Z,Scalloped Leather Ankle-strap Flats,[35 5],www.saksfifthavenue.com,525.0,New,USD,2015-05-16T17:56:25.249Z,saksfifthavenue.com
160,AVpe-FxcilAPnD_xSDQP,adidas Outdoor,"[Shoes, Boots]",2016-05-06T09:38:26Z,Daroga Chukka Boot,"[10, 7.5, 11.5, 8, 11, 12]",www.6pm.com,82.99,New,USD,2016-05-05T00:00:00Z,6pm.com
161,AVpe-G-2LJeJML43zfZE,Cambrass,[Shoes],2015-08-15T02:22:11Z,"Cambrass Velour Winter Baby Shoes (blue, 1 - 3 Months, Size 15)",,www.amazon.co.uk,5.93,new,EUR,2015-08-09T00:00:00Z,Amazon
162,AVpe-G6N1cnluZ0-bA4u,Db Shoes,[Shoes],2015-09-10T17:37:08Z,Db Shoes Womens Eunice Easy Fastening Slipper (burgundy/red) V Fit,,www.amazon.co.uk,35.0,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
163,AVpe-G9FLJeJML43zfYc,Earthies,"[Sandals, Shoes]",2016-05-06T10:13:22Z,Casella,"[8.5, 10, 5.5, 9.5, 9, 8, 11, 12]",www.6pm.com,76.5,New,USD,2016-05-05T00:00:00Z,6pm.com
164,AVpe-GIH1cnluZ0-bAnX,FLY,"[Driving Shoes, Shoes Boots]",2016-11-05T11:20:43Z,Fly 360-5065 Strap Kit Youth 4/6 White 3/pc,,autoplicity.com,9.95,New,USD,2016-11-01T00:00:00Z,autoplicity.com
165,AVpe-GLwLJeJML43zfHF,adidas,[Boys' Shoes],2016-07-21T03:20:12Z,Adidas Kids' Samba Indoor Soccer Shoes,,www.sportsauthority.com,55.0,,USD,2016-01-26T00:00:00Z,
166,AVpe-GMkLJeJML43zfHf,wee kids,"[White, Baby, Boys, Girls, Shoes, Dress, Wee Kids, Flats, Walker]",2016-05-03T15:46:25Z,Satin Oxford Christening Shoes - Baby,,www.kohls.com,12.0,New,USD,2015-08-13T00:00:00Z,Kohls.com
167,AVpe-GRGLJeJML43zfJG,Sperry Top-Sider,[Shoes],2015-09-10T16:10:25Z,"Sperry Top-sider A/o Lug Wp, Men's Chukka Boots",,www.amazon.co.uk,160.46,new,EUR,2015-09-08T00:00:00Z,Amazon.co.uk
168,AVpe-GRO1cnluZ0-bAqu,Puma,"[Shoes, Boys' Shoes, Indoor Court Shoes, Running Shoes, Road Running Shoes]",2016-03-09T17:40:02Z,Puma Unisex Kids' Axis 2 Mesh V Kids'running Shoes,,www.amazon.co.uk,31.08,new,EUR,2016-03-06T00:00:00Z,Amazon.co.uk
169,AVpe-Gf5LJeJML43zfOT,Carol Shoes,[Shoes],2015-09-10T17:33:37Z,Carol Shoes Women's New Style Fashion High Heel Stiletto Buckles Dress Shoes,,www.amazon.co.uk,22.0,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
170,AVpe-GhdilAPnD_xSDhW,Mojo Moxy,"[Heels, Shoes]",2015-10-30T16:28:09Z,Bunny,"[8.5, 7, 9, 8]",www.6pm.com,49.38,New,USD,2015-10-19T00:00:00Z,6pm.com
171,AVpe-GpGLJeJML43zfRg,Hush Puppies,[shoes],2014-11-12T15:45:53Z,Hush Puppies Women's Epic Clog,,www.amazon.com,26.99,,USD,2015-11-05T00:00:00Z,
172,AVpe-GsHilAPnD_xSDk8,CARLOS by Carlos Santana,"[Sandals, Shoes]",2016-05-06T10:11:12Z,Malor,"[5.5, 10, 8.5, 7, 6, 9.5, 7.5, 8, 11]",www.6pm.com,45.89,New,USD,2016-05-05T00:00:00Z,6pm.com
173,AVpe-GudLJeJML43zfTI,Puma,[shoes],2014-09-03T06:06:23Z,Puma Women's Techno Wn S Ind. Fashion Sandals,,www.amazon.in,839.0,,INR,2014-09-01T11:47:08.932Z,
174,AVpe-GvcLJeJML43zfTo,Earthies,[shoes],2015-05-02T15:28:57Z,Earthies Malina Casual Sandals,,www.bergners.com,41.99,,USD,2015-04-30T19:26:47.701Z,
