,id,brand,categories,dateUpdated,name,sizes,sourceURLs,prices.amountMin,prices.condition,prices.currency,prices.dateSeen,prices.merchant
175,AVpe-H251cnluZ0-bBOo,New Balance,"[Women, Low-Top, Shoes, Sneakers Athletic]",2015-11-09T09:32:14Z,'696' Sneaker (women),"[8.5, 10, 5.5, 7, 6, 9.5, 6.5, 7.5, 9, 8]",shop.nordstrom.com,79.95,,USD,2015-11-05T00:00:00Z,
176,AVpe-HGL1cnluZ0-bA8n,VOLATILE,"[Shoes, Boots]",2016-05-08T02:40:46Z,Coldrush,"[10, 8.5, 7, 6, 6.5, 7.5, 9, 8]",www.6pm.com,23.8,New,USD,2016-02-08T00:00:00Z,6pm.com
177,AVpe-HJb1cnluZ0-bA-B,Merrell Kids,[Shoes],2016-07-29T21:25:36Z,Chameleon Low A/c Waterproof (big Kid),"[W, M]",www.6pm.com,42.99,New,USD,2016-05-22T00:00:00Z,6pm.com
178,AVpe-HOoLJeJML43zfet,Call it SPRING,"[Heels, Shoes]",2016-04-11T16:39:16Z,Vigowen,,www.6pm.com,44.99,New,USD,2016-02-05T00:00:00Z,6pm.com
179,AVpe-HQo1cnluZ0-bBAt,Shoreside,[Shoes],2015-09-10T16:12:27Z,Mens Roamers 2 Eyelet Suede Leather Desert Boots Tan Size 10 Uk,,www.amazon.co.uk,27.99,new,EUR,2015-09-08T00:00:00Z,Shoesbyclaire
180,AVpe-HVz1cnluZ0-bBCG,Ipanema,[Shoes],2015-09-10T16:47:51Z,Ipanema Temas Womens Flip Flops / Sandals - White Black,,www.amazon.co.uk,11.61,new,EUR,2015-09-06T00:00:00Z,Amazon.co.uk
181,AVpe-Hc9LJeJML43zfj-,Souked,"[Team Sports, Baseball, Footwear, Shoes, Women, Boots]",2015-11-16T02:40:19Z,Clorts 2015 New Brand Women Waterproof Mountain Climbing Boots Athletic Breathable Outdoor Hiking Shoes 3d007c - Coffee - 39,,www.amazon.ca,286.62,new,CAD,2015-11-14T00:00:00Z,Soukedus
182,AVpe-HhHilAPnD_xSD4S,Vineyard Vines,"[Sandals, Shoes]",2016-05-24T08:48:43Z,Batik Printed Flip Flop,"[10, 9, 8, 13, 11, 12]",www.6pm.com,18.17,New,USD,2016-05-06T00:00:00Z,6pm.com
183,AVpe-HkY1cnluZ0-bBIA,AKU,"[Shoes, Men's Shoes]",2016-03-30T07:07:16Z,"Aku Bellamont Suede Gtx, Unisex Adults' Multisport Outdoor Shoes",,www.amazon.co.uk,139.91,new,EUR,2016-03-28T00:00:00Z,Amazon.co.uk
184,AVpe-I22ilAPnD_xSEXN,lamo,"[Medium, Black, Casual, LAMO, Shoes, Contemporary, Flats, Moccasins, Brown, Teens, Womens]",2016-05-04T05:33:30Z,Britain Moc Ii Women's Fleece Moccasins,"[10, 7, 6, 5, 9, 8, 11]",www.kohls.com,35.0,New,USD,2015-09-14T00:00:00Z,Kohls.com
185,AVpe-I2rLJeJML43zgEK,Salomon,"[Shoes, Men's Shoes, Running Shoes, Road Running Shoes]",2016-03-09T17:43:12Z,Salomon Men's Sense Pulse Low-top Sneakers,,www.amazon.co.uk,101.27,new,EUR,2016-03-06T00:00:00Z,Amazon.co.uk
186,AVpe-IEEilAPnD_xSEFE,Highlander,"[Shoes, Tent Tarps, Tent Accessories]",2016-05-08T02:08:09Z,Highlander Pe Groundsheet 180 X 120cm (6 X 4) Tarpaulin,,www.amazon.co.uk,5.75,new,EUR,2016-05-06T00:00:00Z,Kit Master Supplies
187,AVpe-IQv1cnluZ0-bBYU,Nike,"[Finish Line Athletic Shoes, Shoes]",2016-03-09T16:50:54Z,Nike Women's Benassi Duo Ultra Slide Sandals From Finish Line,,www1.macys.com,39.99,,USD,2016-03-03T00:00:00Z,
188,AVpe-Iit1cnluZ0-bBe8,Proenza Schouler,"[Heels, Women, Pump, Shoes]",2016-05-25T05:49:22Z,Double-grommet Mules,"[10.5, 8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",www.barneys.com,995.0,new,USD,2016-05-24T00:00:00Z,http://www.barneys.com/
189,AVpe-IpL1cnluZ0-bBgx,LKJD,[shoes],2015-06-01T12:27:50Z,Index Women's Design With Rivet Low-heels Closure Lace-up Shoes,,www.amazon.com,67.32,,USD,2015-05-31T18:05:16.999Z,
190,AVpe-IrBilAPnD_xSETD,Shoebou,[Shoes],2015-09-10T17:32:03Z,Ladies Black Leather Look Pointed Toe Zip Detail Flats Slip On Skater Pump Shoes,,www.amazon.co.uk,14.99,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
191,AVpe-IrqilAPnD_xSETT,J Hayber,[Shoes],2015-08-24T19:55:00Z,J-hayber New Olimpo 65638-891 Size 8.5 Uk Trainers Black Man,,www.amazon.co.uk,37.52,new,EUR,2015-08-23T00:00:00Z,DeportesTITAN
192,AVpe-Iwc1cnluZ0-bBjI,adidas Outdoor,"[Shoes, Boots]",2016-05-06T09:38:08Z,Zappan Ii Winter Mid,"[10.5, 8.5, 7, 9.5, 6.5, 11.5, 11, 12]",www.6pm.com,84.99,New,USD,2016-04-02T00:00:00Z,6pm.com
193,AVpe-J-PLJeJML43zge5,McQ,"[Oxfords, Shoes]",2016-02-09T03:04:31Z,Kim Derby,,www.6pm.com,160.99,New,USD,2016-01-11T00:00:00Z,6pm.com
194,AVpe-J7oLJeJML43zgeK,Lobo Solo,[Shoes],2015-09-11T22:09:55Z,Mel,"[8.5, 9.5, 12]",www.6pm.com,35.99,New,USD,2015-08-20T00:00:00Z,6pm.com
195,AVpe-JE6LJeJML43zgJ2,AARZ LONDON,[Shoes],2015-09-10T16:18:05Z,"Aarz Mens Leather Traditional Open Back Indian Khussa Pumps Shoes For Wedding and Party Events Size(silver,gold)g178",,www.amazon.co.uk,24.99,new,EUR,2015-09-07T00:00:00Z,Amazon.co.uk
196,AVpe-JY21cnluZ0-bByo,Buxa,[Shoes],2015-09-10T16:44:53Z,Ladies Leather/wooden Clogs With Double Stitching & Buckle In Light Blue,,www.amazon.co.uk,29.99,new,EUR,2015-09-06T00:00:00Z,Amazon.co.uk
197,AVpe-JbSilAPnD_xSElJ,KLM-1123,[Shoes],2015-08-24T20:12:02Z,Klm Fitness & Cross Training Women's Shoes Fashion Sneakers Shoes More Colors Available,,www.amazon.co.uk,60.0,new,EUR,2015-08-23T00:00:00Z,Amazon.co.uk
198,AVpe-Jo1LJeJML43zgXE,Luxury Slippers,[Shoes],2015-09-10T17:26:14Z,Ladies Knitted Festive Warm Slippers With Cosy Faux Fur Lining Size 3 To 8 Uk - Winter Machine Washable Slippers,,www.amazon.co.uk,3.95,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
199,AVpe-JpTLJeJML43zgXW,KEEN,[Girls' Shoes],2015-08-14T18:12:04Z,Harper,"[3M, 2M, 1M, 6M, 11M, 10M, 9M, 13M, 8M, 4M, 5M, 12M]",www.shoes.com,49.95,New,USD,2015-07-18T05:00:00Z,Shoes.com
200,AVpe-Jt2LJeJML43zgZU,Converse,"[Academy, Girls' Shoes, Girls' Sneakers]",2016-10-15T22:57:28Z,Converse Girls' Chuck Taylor All Star Stingray Metallic Low-top Shoes,,www.academy.com,108006160.0,,USD,2016-10-09T00:00:00Z,
201,AVpe-JwE1cnluZ0-bB7B,Tahari,"[Heels, Shoes]",2016-05-08T02:32:37Z,Naila,"[8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8]",www.6pm.com,59.17,New,USD,2016-05-07T00:00:00Z,6pm.com
202,AVpe-JxI1cnluZ0-bB7t,nike,"[Active, Medium, Black, Under 1in, Other, Nike, Cross Training, Shoes, Performance, Lightweight, Womens]",2016-05-20T08:12:49Z,Air Sculpt Tr 2 Women's Cross-trainers,"[10.5, 10, 8.5, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11, 12]",www.kohls.com,75.0,New,USD,2015-08-20T00:00:00Z,Kohls.com
203,AVpe-K1R1cnluZ0-bCUQ,Tigerlilykitten,[Shoes],2015-08-15T02:18:37Z,"Ivory Satin Baby Girls Christening Shoes, Diamante Heart Trim,crystal Cross, (3-6 Months) - Alicia",,www.amazon.co.uk,29.99,new,EUR,2015-08-09T00:00:00Z,Love This Shop
204,AVpe-K1oilAPnD_xSFFO,Donald J Pliner,"[Loafers, Shoes]",2016-05-06T23:14:13Z,Noris,"[10.5, 10, 9.5, 7.5, 11, 12]",www.6pm.com,134.42,New,USD,2016-04-29T00:00:00Z,6pm.com
205,AVpe-K35ilAPnD_xSFGF,Calvin Klein,"[Sandals, Shoes]",2016-05-08T01:46:40Z,Tora,"[8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8]",www.6pm.com,70.99,New,USD,2016-05-06T00:00:00Z,6pm.com
206,AVpe-K63ilAPnD_xSFHO,Platino,[Shoes],2015-09-10T17:06:46Z,New Ladies/womens Black Open Toe Single Strap Flat Mule Sandals. - Black - Uk Sizes 3-8,,www.amazon.co.uk,10.0,new,EUR,2015-09-06T00:00:00Z,Amazon.co.uk
207,AVpe-K8IilAPnD_xSFHc,New Balance,[shoes],2015-05-21T12:29:43Z,New Balance Womens 501 Sneakers,,www.dillards.com,64.99,,USD,2015-05-19T18:45:28.267Z,Dillards.com
208,AVpe-KETLJeJML43zghm,Fashy,[Shoes],2015-08-24T19:39:49Z,Fashy Kinnder Sport Pantolette Shower & Bath Shoes Unisex-child Blue Blau (marine-wei�� 54) Size: 33,[29],www.amazon.co.uk,8.4,new,EUR,2015-08-23T00:00:00Z,Amazon
209,AVpe-KL8LJeJML43zgkN,Timberland,"[Shoes, Boots]",2016-05-06T09:45:24Z,Earthkeepers�� Revenia Chukka,"[10.5, 10, 8.5, 7, 9.5, 7.5, 15, 11.5, 9, 8, 13, 11, 12]",www.6pm.com,49.99,New,USD,2016-05-05T00:00:00Z,6pm.com
210,AVpe-KRvLJeJML43zgmj,Born,"[Sandals, Shoes]",2016-05-05T04:39:40Z,Filip,"[10, 9, 8, 13, 11, 12]",www.6pm.com,28.8,New,USD,2016-04-29T00:00:00Z,6pm.com
211,AVpe-KUY1cnluZ0-bCJD,Clarks,"[Sandals, Shoes]",2016-04-11T17:04:32Z,Perri Coast,"[8.5, 7, 6, 5, 6.5, 7.5]",www.6pm.com,37.99,New,USD,2016-04-01T00:00:00Z,6pm.com
212,AVpe-KVZilAPnD_xSE6e,Giuseppe Zanotti,"[Shoes, Flats]",2015-10-18T22:15:00Z,I46152,,www.6pm.com,295.99,New,USD,2015-10-14T00:00:00Z,6pm.com
213,AVpe-KqrLJeJML43zgv9,Start-rite,[Shoes],2015-08-15T02:17:44Z,Startrite Girls Flexy Soft Flower Purple Leather Velcro First Walking Shoes,,www.amazon.co.uk,16.99,new,EUR,2015-08-09T00:00:00Z,KCMODE
214,AVpe-KscilAPnD_xSFCi,Cotswold,"[Shoes, Women's Shoes, Running Shoes]",2016-03-09T17:43:50Z,Cotswold Women's Hayley Boot Rubber Wellington Boots,,www.amazon.co.uk,6.69,new,EUR,2016-03-06T00:00:00Z,Amazon.co.uk
215,AVpe-LUa1cnluZ0-bCgW,Nike,"[Neutral, Running, Women, Shoes, Sneakers Athletic]",2015-11-11T20:37:01Z,'air Zoom Structure 19' Running Shoe (women),"[10.5, 5.5, 8.5, 9.5, 11, 12, 10, 7, 6, 5, 6.5, 7.5, 11.5, 9, 8]",shop.nordstrom.com,135.0,,USD,2015-11-05T00:00:00Z,
216,AVpe-LVh1cnluZ0-bCg6,Spylovebuy,[Shoes],2015-09-10T17:44:07Z,Spy Love Buy Darwin Stiletto Heel Diamante Pee Toe Court Shoes,,www.amazon.co.uk,9.95,new,EUR,2015-09-06T00:00:00Z,Amazon.co.uk
217,AVpe-LXdLJeJML43zhAO,PUMA,"[Baby Walker Shoes, Kids, Shoes, Walker (size 4.5-7)]",2015-11-13T12:40:07Z,"'whirlwind' Glitter Sneaker (baby, Walker Toddler)",[5 M],shop.nordstrom.com,44.95,,USD,2015-11-08T00:00:00Z,
218,AVpe-LYnLJeJML43zhAb,Reebok,"[Shoes, Men's Shoes, Indoor Court Shoes]",2016-04-02T06:47:19Z,Reebok Traintone Code Fitnessshoe Men,[40 1/2],www.amazon.co.uk,53.08,new,EUR,2016-04-01T00:00:00Z,2DaRa
219,AVpe-LbzilAPnD_xSFTK,SKECHERS,"[Academy, Footwear, Girls' Shoes, Girls' Sneakers]",2015-11-07T19:01:34Z,Skechers Girls' Skech Appeal Align Athletic Lifestyle Shoes,,www.academy.com,35.98,,USD,2015-11-07T00:00:00Z,
220,AVpe-LlvilAPnD_xSFWM,ShuWish UK,[Shoes],2015-09-10T17:34:17Z,Eve White Patent Pu Leather Stiletto High Heel Platform Court Shoes,,www.amazon.co.uk,20.99,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
221,AVpe-Lxb1cnluZ0-bCpr,New Rock,[Shoes],2015-09-10T17:22:59Z,New Rock Vip White Shoes M.2246-s11,,www.amazon.co.uk,153.99,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
222,AVpe-M291cnluZ0-bDDg,Passionow,"[Athletic, Water Shoes, Men, Shoes]",2016-07-27T14:47:18Z,Passionow Mens Spring New Style Suede Low Top Breathable Mesh Fabric Casual Shoes,,www.amazon.com,58.61,,USD,2015-12-16T00:00:00Z,
223,AVpe-MJsLJeJML43zhR4,SKECHERS,"[Academy, Women's Active Shoes, Women's Athletic Shoes, Women's Shoes]",2016-10-18T00:31:55Z,Skechers Women's Skech Air 2.0 Cyclones Running Shoes,,www.academy.com,64.99,,USD,2016-07-13T00:00:00Z,
224,AVpe-MO_ilAPnD_xSFlm,Primigi,"[Kids, Girls' Shoes]",2016-03-31T01:05:16Z,'morine 1-e' Mary Jane (toddler & Little Kid),,shop.nordstrom.com,69.95,,USD,2016-03-30T00:00:00Z,
225,AVpe-MXy1cnluZ0-bC3u,SNEED,"[Shoes, Women, Athletic]",2016-08-27T18:34:37Z,"Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia , Pink-us6.5-7 / Eu37 / Uk4.5-5 / Cn37 , Pink-us6.5-7 / Eu37 / Uk4.5-5 / Cn37",,www.amazon.ca,86.0,new,CAD,2016-08-26T00:00:00Z,YuTin Jia
226,AVpe-Ma41cnluZ0-bC4x,Under Armour,[Boys' Shoes],2016-07-21T10:41:05Z,Under Armour Boys' Micro G Spine Disrupt Running Shoes - Grade School,,www.sportsauthority.com,69.99,,USD,2016-07-13T17:23:19Z,
227,AVpe-MaO1cnluZ0-bC4c,Qianyuyu,"[Athletic, Women, Shoes]",2016-05-06T16:32:46Z,Yu&yu Women's Flat Heel Comfort Fashion Sneakers With Lace-up Shoes(more Colors),,www.amazon.ca,77.46,new,CAD,2015-11-14T00:00:00Z,Amazon.ca
228,AVpe-MbrilAPnD_xSFqW,Carol Shoes,[Shoes],2015-09-10T16:12:12Z,Carol Shoes Women's Elegant Charm Mid Heel Ankle-strap Bows Sandals,,www.amazon.co.uk,17.0,new,EUR,2015-09-07T00:00:00Z,Amazon.co.uk
229,AVpe-MeyilAPnD_xSFrp,Rockport,[Shoes],2015-08-14T22:33:42Z,Rockport Women's Daya Print Ballet Flat,,www.amazon.ca,77.94,new,CAD,2015-08-10T00:00:00Z,Amazon.ca
230,AVpe-Mg8ilAPnD_xSFsJ,BeMIX,[Shoes],2015-09-10T16:13:16Z,Bemix Women's Shoes Platform Stiletto Heel Sandals Shoes More Colors Available,,www.amazon.co.uk,76.35,new,EUR,2015-09-07T00:00:00Z,Amazon.co.uk
231,AVpe-Mla1cnluZ0-bC9D,Pearl Izumi,[Cycling Shoes],2015-09-10T17:11:46Z,2015 Pearl Izumi Womens Em Trail N 1 Running Shoes Dazzling Blue / Black Eu 45,,www.amazon.co.uk,58.42,new,EUR,2015-09-07T00:00:00Z,Koo Bikes
232,AVpe-MmBLJeJML43zhcn,Ryka,[Shoes],2016-05-08T01:26:51Z,Elated,"[8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",www.6pm.com,24.99,New,USD,2016-04-29T00:00:00Z,6pm.com
233,AVpe-MoAilAPnD_xSFu5,Mythique,"[Shoes, Women]",2016-02-02T23:10:47Z,Mythique Women's Tango Ballroom Salsa Latin Leather Dance Shoes Karenina,"[10.5, 10, 8.5, 5.5, 7, 6, 5, 9.5, 4, 6.5, 7.5, 4.5, 9, 8, 11]",www.amazon.ca,159.95,new,CAD,2016-01-29T00:00:00Z,Amazon.ca
234,AVpe-MyJ1cnluZ0-bDBz,BeMIX,[Shoes],2015-08-24T20:08:53Z,Bemix Girls' Shoes Comfort Flat Heel Satin Flats With Rhinestone Wedding Shoes More Colors Available,,www.amazon.co.uk,52.9,new,EUR,2015-08-22T00:00:00Z,Amazon.co.uk
235,AVpe-N2oilAPnD_xSGNI,Stella McCartney Kids,"[Shoes, Boots]",2016-05-21T04:09:40Z,Bommer Snow Boots (little Kid/big Kid),,www.6pm.com,100.99,New,USD,2016-05-07T00:00:00Z,6pm.com
236,AVpe-N3VLJeJML43zh8Q,KangaROOS Kids,[Shoes],2016-05-03T16:00:22Z,Combat (little Kid),,www.6pm.com,17.99,New,USD,2016-04-05T00:00:00Z,6pm.com
237,AVpe-N8_ilAPnD_xSGPZ,Nike,"[Boys' Cleats, Outlet, Shoes Outlet, Boys' Shoes, Cleats]",2016-01-26T08:26:43Z,Nike Kids' Jr. Mercurial Vortex Ii Fg-r Soccer Cleats,,www.sportsauthority.com,29.98,,USD,2016-01-21T00:00:00Z,
238,AVpe-NIRilAPnD_xSF7H,Mel by Melissa,"[Sandals, Shoes]",2016-05-05T04:25:10Z,Mel Lilly Pilly Iii,"[10, 7, 6, 5, 9, 8]",www.6pm.com,17.99,New,USD,2016-04-29T00:00:00Z,6pm.com
239,AVpe-NMVilAPnD_xSF83,Converse,"[Academy, Women's Shoes, Women's Sneakers]",2016-10-15T23:25:44Z,Converse Women's Chuck Taylor All-star Shoes,,www.academy.com,104456600.0,,USD,2016-10-09T00:00:00Z,
240,AVpe-NPpilAPnD_xSF91,Little Blue Lamb,[Shoes],2015-08-15T02:21:28Z,Little Blue Lamb- Baby Girls First Steps Soft Leather Shoes | White Babies Pink Velcro,,www.amazon.co.uk,24.57,new,EUR,2015-08-09T00:00:00Z,Amazon.co.uk
241,AVpe-NRTilAPnD_xSF-x,Carhartt,"[Shoes, Boots]",2016-05-03T17:04:01Z,"11\"" Non-safety Square Toe Wellington","[10.5, 10, 8.5, 9.5, 11.5, 9, 8, 13, 14, 11, 12]",www.zappos.com,82.5,New,USD,2016-04-29T00:00:00Z,6pm.com
242,AVpe-NWwLJeJML43zhvb,Roamer,[Shoes],2015-09-10T16:12:26Z,Roamers Triple Touch Fastening Adjustable Men's Comfort Sandal With Deluxe Padded Suede Sock,,www.amazon.co.uk,29.99,new,EUR,2015-09-07T00:00:00Z,Amazon.co.uk
243,AVpe-NXdLJeJML43zhv3,Roch Valley,[Shoes],2015-08-24T20:06:41Z,Roch Valley Ss/s Regular Fit Satin Ballet Shoes Pale Pink 11 Uk / 29 Eu,,www.amazon.co.uk,9.99,new,EUR,2015-08-22T00:00:00Z,Wisdens Sports
244,AVpe-NZcLJeJML43zhwy,Vaneli,"[Sandals, Shoes]",2016-05-06T23:43:00Z,Wander,"[5.5, 8.5, 10, 7, 6, 9.5, 6.5, 7.5, 9, 8]",www.6pm.com,48.8,New,USD,2016-05-06T00:00:00Z,6pm.com
245,AVpe-NZuLJeJML43zhw6,Old Soles,"[Shoes, Boots]",2016-05-24T08:44:07Z,Gatsby (infant/toddler),,www.zappos.com,24.99,New,USD,2016-05-22T00:00:00Z,6pm.com
246,AVpe-NaZ1cnluZ0-bDQ-,FRILLY LILY,[Shoes],2015-08-24T20:26:57Z,Sale! Ballet Shoes Red Polka Dot Satin Child Size 8 Full Sole,,www.amazon.co.uk,8.0,new,EUR,2015-08-22T00:00:00Z,Frilly Lily
247,AVpe-NfpLJeJML43zhzN,Justin Boots,"[Shoes, Men's Shoes, Men's Boots]",2016-03-16T00:22:39Z,Justin Boots Work Boots Mens Premium Light Duty Round Toe Western Tan Wk4905,"[6.5, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 13]",www.sears.com,104.95,,USD,2016-03-14T00:00:00Z,Sears.com
248,AVpe-NfuilAPnD_xSGEG,French Connection,"[Sandals, Shoes]",2016-02-09T03:01:50Z,Ulie,,www.6pm.com,64.99,New,USD,2016-01-11T00:00:00Z,6pm.com
249,AVpe-NmAilAPnD_xSGGN,Old Gringo,"[Shoes, Boots]",2016-07-29T21:25:34Z,Sharpei,"[10, 5.5, 7.5]",www.6pm.com,300.7,New,USD,2016-05-22T00:00:00Z,6pm.com
250,AVpe-NszilAPnD_xSGJR,KLM-1123,[Shoes],2015-08-24T20:10:23Z,Klm Women's Shoes Pointed To Chunky Heel Oxfords With Lace-up Shoes More Colors Available,,www.amazon.co.uk,53.0,new,EUR,2015-08-22T00:00:00Z,Amazon.co.uk
251,AVpe-O5wLJeJML43ziUp,Feud,[Shoes],2015-09-10T17:19:20Z,Feud Women's Wicked Ankle Boots,,www.amazon.co.uk,110.0,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
252,AVpe-OEn1cnluZ0-bDgx,Bass,"[Loafers, Shoes]",2016-03-17T20:05:40Z,Wayfarer,"[8.5, 6, 9.5, 11]",www1.macys.com,64.99,New,USD,2015-10-20T00:00:00Z,6pm.com
253,AVpe-OKSLJeJML43ziC7,Fila,[Shoes],2016-02-09T23:59:04Z,Memory Cloak 2,"[7, 8]",www.6pm.com,34.04,New,USD,2016-01-11T00:00:00Z,6pm.com
254,AVpe-Oht1cnluZ0-bDra,Dolcis,[Shoes],2015-09-10T16:12:59Z,New Ladies Dolcis Cork Wedge Womens Heel Platform Floral Ankle Strappy Sandals Shoes,,www.amazon.co.uk,25.8,new,EUR,2015-09-07T00:00:00Z,Amazon.co.uk
255,AVpe-OmoilAPnD_xSGet,Abroo,"[Shoes, Women, Athletic]",2016-08-27T18:36:13Z,Abby Q-6227 Womens Latin Tango Rumba Cha-cha Ballroom Party Mid Heel Round-toe Fabric Dance-shoes,,www.amazon.ca,32.0,new,CAD,2016-08-26T00:00:00Z,Amazon.ca
256,AVpe-OqQLJeJML43ziPN,Pablosky Kids,"[Shoes, Boots, Adult]",2016-03-29T05:52:41Z,413119 (toddler/little Kid/big Kid),,www.imdb.com,36.99,New,USD,2015-10-21T00:00:00Z,6pm.com
257,AVpe-OvsilAPnD_xSGiB,Converse,[shoes],2015-04-23T11:31:10Z,Converse Chuck Taylor All Star Low Shoes,,www.amazon.com,50.0,,USD,2015-04-21T12:04:38.894Z,
258,AVpe-P4LilAPnD_xSG9X,BeMIX,[Shoes],2015-08-24T20:09:33Z,Bemix Women's Shoes Round Toe Chunky Heel Pumps Shoes More Colors Available,,www.amazon.co.uk,31.76,new,EUR,2015-08-22T00:00:00Z,Amazon.co.uk
259,AVpe-PDc1cnluZ0-bD4M,Keds,[Boat Shoes],2015-08-14T18:13:51Z,Glimmer Boat,"[5.5M, 6.5M, 7.5M, 7M, 8.5M, 6M, 11M, 10M, 9M, 8M, 9.5M, 5M]",www.shoes.com,38.99,New,USD,2015-08-13T00:00:00Z,Shoes.com
260,AVpe-PFCLJeJML43ziZb,Melissa Shoes,"[Sandals, Shoes]",2016-02-11T01:24:47Z,Peace Iii,"[10, 9, 8]",www.6pm.com,48.99,New,USD,2016-02-05T00:00:00Z,6pm.com
261,AVpe-PI31cnluZ0-bD5o,United Golfers,"[Golf Shoes, Shoes, Women's Shoes]",2016-03-28T05:45:23Z,United Golfers Women's Golf Shoes Black Noir - V.6 6,,www.amazon.co.uk,209.74,new,EUR,2016-03-26T00:00:00Z,Schuhling GmbH
262,AVpe-PLI1cnluZ0-bD60,Nina,[shoes],2015-06-01T18:19:15Z,Nina Nolga Glitter Sandals,,www.dillards.com,69.0,,USD,2015-05-31T18:21:34.422Z,Dillards.com
263,AVpe-PPVilAPnD_xSGt8,BeMIX,[Shoes],2015-08-24T20:10:26Z,Bemix Satin Uppermedium Heel Peep-toes With Rhinestone Wedding Bridal Shoes (mm002),"[37, 41, 36, 42, 38, 39, 35, 40]",www.amazon.co.uk,72.32,new,EUR,2015-08-22T00:00:00Z,Amazon.co.uk
264,AVpe-PX81cnluZ0-bD_q,Rieker,[Shoes],2015-09-20T23:59:10Z,50260 Rebecca 60,,www.6pm.com,67.99,New,USD,2015-09-19T00:00:00Z,6pm.com
265,AVpe-PXc1cnluZ0-bD_Y,Spot On,[Shoes],2015-09-10T17:18:21Z,Spot On Flat Shoe / Tassel Trim Vamp,,www.amazon.co.uk,9.99,new,EUR,2015-09-05T00:00:00Z,Amazon.co.uk
266,AVpe-PZz1cnluZ0-bEAg,FCF,[Shoes],2015-09-10T17:21:17Z,"Womens Fur Lined Winter Boots Ladies High Top Ankle Shoe Girls Grip Sole Trainer (uk 7 Eu 40, Black)",,www.amazon.co.uk,17.99,new,EUR,2015-09-05T00:00:00Z,Miss Attitude UK
267,AVpe-Pfx1cnluZ0-bECz,Naturalizer,[shoes],2015-06-01T17:28:44Z,Naturalizer Patricia Flats,,www.dillards.com,79.99,,USD,2015-05-31T18:11:49.997Z,Dillards.com
268,AVpe-Q191cnluZ0-bEhD,Naturalizer,"[Shoes, Boots]",2016-05-06T09:38:53Z,Bromstad Bridgette,"[10.5, 10, 8.5, 7, 6, 5, 9.5, 6.5, 4, 7.5, 8]",www.6pm.com,54.99,New,USD,2016-05-05T00:00:00Z,6pm.com
269,AVpe-Q3N1cnluZ0-bEhR,Red Tape,[Shoes],2015-09-10T16:37:32Z,Red Tape Maglin Rtx Burnished Brown Mens Gel Soft Lightweight Lace Brogue Real Leather Shoes,,www.amazon.co.uk,36.0,new,EUR,2015-09-08T00:00:00Z,Foot Box
270,AVpe-Q4QilAPnD_xSHUJ,Bass,"[Oxfords, Shoes]",2015-10-31T09:10:57Z,Carson,"[10.5, 8.5, 10, 7, 9.5, 7.5, 9, 11.5, 8]",www.6pm.com,44.99,New,USD,2015-10-28T00:00:00Z,6pm.com
271,AVpe-Q5vilAPnD_xSHVB,BeMIX,[Shoes],2015-08-24T20:08:03Z,Bemix Women's Chunky Heel Pointed Toe Sandals Shoes With Rhinestone (more Colors),,www.amazon.co.uk,48.36,new,EUR,2015-08-22T00:00:00Z,Amazon.co.uk
272,AVpe-QE51cnluZ0-bEPB,Dek,[Shoes],2015-09-10T16:21:55Z,Dek Venus Iii Black Mens Trainers,,www.amazon.co.uk,15.18,new,EUR,2015-09-07T00:00:00Z,Amazon.co.uk
273,AVpe-QFVilAPnD_xSHBX,Cole Haan,"[Shoes, Boots]",2016-05-24T07:30:09Z,Ridley Chukka,"[10.5, 10, 8.5, 7, 9.5, 7.5, 11.5, 9, 8, 13, 11, 12]",www.6pm.com,112.99,New,USD,2016-04-09T00:00:00Z,6pm.com
274,AVpe-QQi1cnluZ0-bETH,Isola,"[Shoes, Boots]",2016-05-03T17:04:07Z,Corbin,"[10, 8.5, 7, 6, 9.5, 6.5, 7.5, 9, 8, 11]",www.6pm.com,34.49,New,USD,2016-04-29T00:00:00Z,6pm.com
275,AVpe-QW_1cnluZ0-bEVV,Puma,"[Men, Shoes, Sneakers]",2016-02-02T23:18:44Z,Ignite Fast Forward Trainers,,fr.puma.com,55.0,,EUR,2016-01-29T00:00:00Z,
276,AVpe-QYYilAPnD_xSHIa,Happy Feet,[Shoes],2015-09-10T17:22:37Z,Happy Feet - Washington Redskins - Plain Design Slippers,[Large],www.amazon.co.uk,17.99,new,EUR,2015-09-05T00:00:00Z,Happy Feet Slippers USA
